Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131,Probability_132,Probability_133,Probability_134,Probability_135,Probability_136,Probability_137,Probability_138,Probability_139,Probability_140,Probability_141,Probability_142,Probability_143,Probability_144
11,0.135999314002636,0.196934366772476,0.126880279026815,0.105293990429125,0.180989240518991,0.193715065892986,0.21087343527312,0.12727219872401,0.202553600618169,0.214017475331937,0.271114454805192,0.136138254830143,0.129527875434099,0.198277741906154,0.154568415873651,0.0918175018050309,0.126587134879454,0.308836423646105,0.227886063173981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.124920626519899,0.168650017548641,0.14342278404535,0.112126291891951,0.100493742880989,0.209188775975268,0.160690609883336,0.115311734647328,0.137462026887503,0.0734834044630452,0.067158412626481,0.148369423605952,0.0980322302179336,0.119788036629524,0.12930649868131,0.198212774693372,0.0933355411526987,0.153630261470543,0.185488694362955,0.171213226946625,0.101171335419966,0.150751448087276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.148298182151996,0.205685072677034,0.138188032151963,0.115666751385691,0.13533193158305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.134479914127336,0.139048511359639,0.195430258383328,0.198983860356253,0.114942452658813,0.200757983655078,0.245175622107636,0.150694418050387,0.107240083021741,0.13056526507382,0.252821847553497,0.239095224860252,0.381480913784316,0.184037254862015,0.26735100537137,0.274138698420661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.312184404736209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0965830967229861,0.118823089120447,0.152506183759369,0.154338584362802,0.12536599720873,0.127761539542211,0.128527874915228,0.126935311956796,0.138847642888215,0.152925879714915,0.218084998041608,0.144971441142572,0.115813284957149,0.10476179477976,0.120866770863859,0.159101386583622,0.165940621619547,0.132845827266523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.120394847194369,0.182027412570707,0.107754321482524,0.161596982671754,0.290995667631394,0.139171210093319,0.0977366375348948,0.405494517013075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.129715830173712,0.223074115985923,0.195691193946645,0.210029394218834,0.153030344386906,0.163076679978954,0.118010818474339,0.138095524654492,0.150528913430866,0.0902800578017568,0.0868402578351708,0.205179443149799,0.114984631479192,0.0843909609502534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.201493051868851,0.185731701784257,0.306586521543386,0.13245301375055,0.127836029636783,0.141850943319507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.173878348626441,0.429921976386826,0.513052829875149,0.438265967727547,0.261879872178997,0.200062265717514,0.0957544602824762,0.257910226005355,0.330362416586039,0.242454235233576,0.155514250282917,0.30462138837819,0.245086245777513,0.171912536116957,0.112857407644073,0.239383478342404,0.171793981189231,0.186558001565364,0.18234719975367,0.269648215970944,0.319002603640052,0.133573008533763,0.200457716249155,0.301780058530838,0.268150286045745,0.27460657018075,0.13719558846107,0.23492895114275,0.111298577177765,0.174228360510161,0.300671395799946,0.182419915274819,0.313935906384103,0.106095071387963,0.185529566790052,0.391262989804177,0.30341304433556,0.231441631464233,0.165728788420183,0.119323786446277,0.182479634832791,0.172522281628938,0.131499406832419,0.347758510779085,0.217095545644259,0.180277119110097,0.239745389831064,0.123821169497808,0.124416034026602,0.252755427007674,0.297285859299474,0.119928037852569,0.0871628196420777,0.180248544349258,0.178743709441629,0.295722549726386,0.188764369413939,0.278488014464004,0.282807600289563,0.316733229301257,0.233901712934926,0.326029806133432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.203523529876562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.179472170820402,0.135854175625638,0.116441375719177,0.129430296799377,0.174993239759786,0.160087706365667,0.150705791119714,0.163649314229056,0.114984732239048,0.135267674223769,0.182654174165583,0.146567925842464,0.213872820315924,0.138141186618601,0.132170130698424,0.130192622206186,0.295955190136,0.330552595493116,0.287557602377044,0.307280578602399,0.149024855945745,0.177355386373139,0.21780810767487,0.190526700672769,0.175163057460658,0.165289558099765,0.18946266947551,0.0876104752426336,0.112950874169841,0.211767791877322,0.203787079392856,0.210365781133284,0.112273585563206,0.185043029446618,0.202325486263902,0.155996347090935,0.154483052626651,0.237829996289913,0.132261160216306,0.206187490228529,0.131104140774389,0.117145282440103,0.108581055402742,0.191047350203539,0.246940920444354,0.192400256044766,0.143793283325058,0.163568256869624,0.167862142204488,0.166416687245237,0.136145910186038,0.106984525831571,0.131998678611891,0.106024170751516,0.201161675471903,0.207842612160109,0.140917255185994,0.12409259987228,0.196826491245647,0.17161694103573,0.1422862317393,0.147506683627824,0.159422242998244,0.126479107820062,0.125284556467502,0.224436652516745,0.27762432646459,0.177926597063712,0.17698282578625,0.141288017244396,0.174872528239837,0.146253392297143,0.200602749151337,0.227653559525976,0.261495878074501,0.148434588227661,0.208196288904945,0.200887513461433,0.187518504149117,0.181792303060149,0.155584297651922,0.188948818362722,0.199920675275767,0.472098977160123,0.328390927119067,0.129018851059996,0.227003912932119,0.181110339119641,0.172284508133067,0.25477483010871,0.219547805815575,0.281006657984256,0.165881424726478,0.178153240409491,0.174643985467807,0.167289480834158,0.186914443057326,0.150471231152569,0.150546204750169,0.257042065974655,0.204450675774339,0.208049990831554,0.264757149589396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.12148572282357,0.116126208841225,0.118960774812343,0.100597061911633,0.10734651670396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.143551727725707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.131384058520295,0.119006490624679,0.123872132515403,0.131467600793959,0.161208889641763,0.13160122529013,0.117863458151169,0.143490424303088,0.127305294191672,0.113787097860938,0.123294651052518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.242673613971424,0.422988961863322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.205261974606546,0.159602413131847,0.138035679792641,0.225004026131806,0.147554790620156,0.22116475101807,0.301745509223272,0.338048521061608,0.251759928813601,0.171809026093743,0.244148932311188,0.348690501026804,0.239003656282182,0.225537270463678,0.166502460480863,0.199087309318364,0.363387258928037,0.098392202642213,0.189635233900678,0.252382386874935,0.277481244649873,0.202455011485122,0.362056155927471,0.350690252100156,0.18011651820695,0.296078851158387,0.150629964967491,0.162365460744041,0.274718298408415,0.258044200990878,0.206775406856243,0.137375918447662,0.126847006235071,0.244619236335248,0.2552341295938,0.187856431150232,0.205241528024696,0.229291001162656,0.163975452789215,0.253759353321918,0.218211143759151,0.1733246559045,0.299304881545919,0.111913809377575,0.11992677232388,0.379170826492244,0.32056345061877,0.279206562101068,0.189173468225009,0.201044304086491,0.185523317793004,0.293060438959575,0.223006668541751,0.119465527847953,0.0752277939688272,0.23820415834398,0.296901078000004,0.237715202705893,0.191792929549296,0.206596376737748,0.14635747752831,0.183105616520886,0.164195560670035,0.200376322876489,0.15273143173272,0.104700667949739,0.233460938639183,0.218836276780423,0.225224678684307,0.198498873835777,0.206296518728431,0.203871508172118,0.301086591208479,0.139902035829032,0.165621512808379,0.221603253001393,0.318283272337681,0.234971596982447,0.40582147765526,0.338856323691773,0.189648890770393,0.108535935668959,0.124882801498272,0.314523551669168,0.13693697489303,0.257454435782281,0.26374865962511,0.279028745156796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.47332321736183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.310806767580726,0.195547027495392,0.187095611144736,0.186704399735323,0.121196609276472,0.194954549330615,0.138524485807581,0.214526925655291,0.225527693538553,0.204322048163362,0.167099850908752,0.31826707584139,0.125070596844247,0.242126362251002,0.195118938021722,0.23512067587204,0.18825016551525,0.220497428473676,0.208218756308739,0.216200134449825,0.348394812619738,0.146784433583364,0.139966496957463,0.161692365540749,0.23311631204945,0.304235927106711,0.180736523469677,0.280681330452048,0.270926964223722,0.127493488708904,0.159087132881846,0.320451238438713,0.108525111855361,0.208615074145189,0.161689881825665,0.222439621763759,0.283767422815079,0.176716919309872,0.163207839994395,0.256159524808366,0.25433176223457,0.211846100518751,0.279913977070565,0.2210638482776,0.19943777594047,0.240069269460046,0.268255053436724,0.205401260582669,0.256494342170123,0.226917846646162,0.153444631989789,0.162367607126216,0.237946706375444,0.250793208767664,0.223709920211646,0.243335984423841,0.214877375821112,0.133826546925373,0.222603090649047,0.143621621578271,0.209340012473014,0.273753460250111,0.145595392279359,0.239742731992259,0.237353118786028,0.240966070288244,0.158777651333477,0.233003554182926,0.164709056332646,0.196867108279729,0.291975562178787,0.179982939907748,0.13524613089211,0.123317561444572,0.174587912445981,0.284989330591731,0.212898315512794,0.196100943014999,0.243510676820994,0.313082529589287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.114396629986771,0.106439401835786,0.487213621030598,0.138126557198665,0.103834879911918,0.156951167025203,0.104576565724408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
