Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131,Probability_132,Probability_133,Probability_134,Probability_135,Probability_136,Probability_137,Probability_138,Probability_139,Probability_140,Probability_141,Probability_142
11,0.243258209633194,0.205263092051117,0.230761553346372,0.274786288818263,0.233876460587378,0.288271118090683,0.204918929829115,0.501126185972496,0.323319616942836,0.160945429364324,0.309879487527687,0.327558426176349,0.38775342116343,0.311752178153011,0.158218083870418,0.360998210367141,0.280930767830433,0.205604775878741,0.159921821006102,0.198305961654473,0.373765977902936,0.400085701179466,0.245684745862742,0.198028405262337,0.345614996663454,0.452126986562947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.217809219613112,0.267607154385366,0.165786523494827,0.21059151836855,0.313889339333738,0.151481175281854,0.279641568065746,0.153290661046496,0.162959228094261,0.246322889341596,0.179912288189116,0.178706365121826,0.144693956285028,0.28590772872476,0.390373103053582,0.195211489092711,0.160920720837848,0.333823534455727,0.337823885186652,0.312681548793965,0.196233635728283,0.324561558741786,0.282151166932917,0.233006404385684,0.223620088591026,0.276800419895177,0.141805690895128,0.270494112549954,0.150017967168484,0.265093540218334,0.2246200378912,0.199281903453511,0.20003713220911,0.196692302686133,0.198160910838316,0.335141685216707,0.175578966754563,0.158192654750939,0.192773494166169,0.342685623250897,0.302678719377147,0.346312848339479,0.254495811484532,0.220913738826056,0.134520632431185,0.259587919510856,0.279287838228517,0.200334438992059,0.187002963922323,0.231086864319075,0.129879943562333,0.169379746021031,0.159435942087913,0.229018832059613,0.152268861925844,0.179235908663932,0.222677046989477,0.165214440948404,0.277077481260742,0.263826516946907,0.423775259957202,0.201297944625745,0.247260893145701,0.288246685343935,0.169638739981303,0.181626019199785,0.13656961747891,0.214790753775313,0.208866435438179,0.123720418034856,0.186556128769515,0.344464924917382,0.211762038856469,0.133206868873436,0.209050101207113,0.340495659468241,0.21803285361418,0.151165163850076,0.280792813667473,0.197234469513753,0.199348732741874,0.215380603119518,0.279723177890645,0.168352075111676,0.245332326316482,0.173482561509644,0.369758549343076,0.252630911601758,0.365365803247928,0.16137111975646,0.258017317531371,0.251850720883268,0.22567714652857,0.141826186219256,0.132190416653363,0.13652412768336,0.27469320154883,0.274341247033147,0.211069610145045,0.330252052818137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.175280854841451,0.29104699733717,0.176700356100197,0.151598011157069,0.149136564990872,0.234081780119052,0.173153550909831,0.157328303422065,0.195271608483872,0.209176191643764,0.181448498063552,0.243611104751495,0.107913740034738,0.282278085400488,0.119886749205683,0.161865088208046,0.15852291812124,0.151233768461689,0.120880117422516,0.16164192708483,0.14241330418756,0.172602483674454,0.198070821597148,0.338222892027169,0.177921810846878,0.172664581508379,0.152387446253313,0.120570460982073,0.173595182437062,0.167984519773336,0.388859710307415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.47522298635919,0.225058112585845,0.191638432292633,0.136289726358911,0.149648871924886,0.297853278065814,0.198053765343927,0.195352911264932,0.414737485743908,0.189306696453625,0.451190209998295,0.238237592008657,0.456032679469756,0.217290723861845,0.176801836773261,0.200658504338795,0.162051159296046,0.364603701680638,0.264669767518391,0.28569592095262,0.353646392071626,0.107025081804639,0.384277437222606,0.274859084842417,0.263256980269187,0.408352287969689,0.257785075921541,0.225406656156601,0.456437732303604,0.354629079408842,0.365585561066642,0.339159475282097,0.219364095597885,0.194156525625928,0.441277750180925,0.521015705642654,0.18630280903588,0.400226773197735,0.371555001914404,0.38175829326898,0.433431282166189,0.205534423804538,0.274297342159233,0.283761041785231,0.505217677980372,0.417824619871504,0.362890434570541,0.165003829943276,0.131531862957249,0.198958880083867,0.138705424644972,0.181133013719234,0.112656314079566,0.247941066813556,0.188957015756011,0.151292606693962,0.326195406968945,0.385335247165729,0.461910061909032,0.461091302281071,0.303589789398034,0.329643624598779,0.49973004927551,0.187177225101896,0.239422387335381,0.237148256776837,0.516831082302038,0.257854516032588,0.489374982277253,0.283684674650257,0.315719932028981,0.329806053526171,0.258089115876188,0.321533473831913,0.51170962556587,0.36307598889809,0.406483984218936,0.453169097761562,0.183918260587731,0.254631239164707,0.581583541189019,0.327637752325552,0.572902183440899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.13730667929845,0.211268055897084,0.240765210588382,0.363347228774203,0.172256961800154,0.244072535668609,0.166674824984566,0.212386271125817,0.18487912131709,0.184086747007529,0.195264281747047,0.178674318096627,0.213949849195302,0.212884240298546,0.156922786573307,0.140505718268268,0.2309621774527,0.26154140120073,0.316412402988313,0.192921892346358,0.187678533003728,0.206929919987711,0.187744827914449,0.196920857502275,0.199190586578318,0.228942114588906,0.225271116769168,0.2744228918544,0.226720455467165,0.195036379983073,0.153737572752955,0.241910340280721,0.227767226195031,0.354235568555127,0.239030103115981,0.24486864431336,0.253249286060116,0.162054116898488,0.156045549997144,0.213180866361904,0.242617536550495,0.145225875793889,0.200418285274863,0.174425634597556,0.280401640513217,0.279268544920711,0.152805001708364,0.190676243391223,0.254119808857934,0.184890075463881,0.134615197533723,0.219163538683757,0.143131014083945,0.39920062532674,0.164909037150885,0.196157800304244,0.130719215221771,0.220353417556649,0.135047606932461,0.255008971713439,0.252704493640982,0.103274686644489,0.294105699850596,0.154831110003019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.434012353481446,0.259397798698915,0.425072842810252,0.329693514372015,0.284713575755081,0.159312170536511,0.321570683866159,0.219308737231406,0.162512296017684,0.295534568658612,0.259720808551389,0.190725469714462,0.242552621998171,0.220916053132919,0.198992505649067,0.37739495922705,0.418628803787947,0.211228166515099,0.237584380323711,0.354814873969842,0.396200001218442,0.216537693048242,0.218255943262639,0.259979441976292,0.277210713483678,0.202915565220709,0.302482474868346,0.340382103304078,0.251481311955062,0.352488442850642,0.291421127524932,0.196000442396852,0.176621889252241,0.239979601491603,0.231493832488956,0.165310800110707,0.283241285892963,0.410198475885647,0.352791017137128,0.220273919737192,0.213276527011568,0.209576785712339,0.182670271239827,0.235082016406808,0.245118540482249,0.276290051805977,0.238489536246343,0.20285934007021,0.33891579717874,0.462058786664591,0.262110414317743,0.208944766867146,0.151393911254956,0.212220250555164,0.238653068554052,0.158988402726755,0.248698445409222,0.260941828964026,0.318326293291573,0.379125218460049,0.135028375493653,0.119782726727156,0.328783848041333,0.284243041033309,0.44891048386697,0.211873972668438,0.264855113116505,0.1538832554714,0.203242853258829,0.116550695933907,0.188606665200694,0.351236895493896,0.240838736702787,0.242668357959461,0.148547696594727,0.317777446299188,0.257199827923364,0.32972709542474,0.320123859428038,0.335631785301745,0.131087840900027,0.203646277370094,0.261343961905181,0.479885835624835,0.111514252415321,0.243056090429294,0.161339933298176,0.231686514808336,0.216740795367653,0.149094102973348,0.439460555148221,0.294617763019529,0.120076837134379,0.223993426234099,0.220459282366526,0.229223772483332,0.157873757799524,0.283984352440827,0.19013536497892,0.374190626800102,0.207237565194011,0.143865364627381,0.304947686969005,0.110135680865554,0.320115105510282,0.155867367887952,0.245726918482206,0.115360279277809,0.165940158791834,0.177989271512411,0.220650640092802,0.276250784157115,0.174666947130619,0.186071114933105,0.214904658664092,0.281766170365968,0.160073069034364,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.133694867978469,0.208966607954678,0.185504726932498,0.192172921101204,0.24025144869595,0.17984948175811,0.199715499273442,0.204589702071989,0.185066195066306,0.115575069898081,0.31775013677218,0.190885132152455,0.125266778467958,0.143106736877331,0.113887101239987,0.250938019956958,0.135881432888953,0.254442928582204,0.303111258342088,0.277414652644633,0.129422427900896,0.287151986838188,0.131310689541882,0.259882929010786,0.214057633747544,0.15010382185772,0.336975194040824,0.255106729001572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.214726506914005,0.248236993093826,0.170895791274595,0.219597493792967,0.170531397213033,0.119170043178285,0.178967354760881,0.276255775857111,0.162242025028748,0.17033414382568,0.295245432833887,0.174112337183631,0.163812469414778,0.204667863893932,0.247941767683509,0.17932147928377,0.186503246172181,0.235182333888256,0.239534204945277,0.131478599496184,0.232322277726065,0.16495649003299,0.136832161609731,0.178409503053801,0.308982272407811,0.297230571815389,0.261050801932311,0.110705380763907,0.142490062425384,0.153374514580751,0.134754244672816,0.182091462365742,0.215299808928058,0.203666257185069,0.288576233555799,0.249347368718395,0.194638111625515,0.213838301996257,0.15855743564442,0.140188999211241,0.174168763795847,0.248675555393498,0.131168595233921,0.254762609179459,0.200934751269345,0.224182596833317,0.131324173811158,0.208671814582615,0.169649591070359,0.219191646931026,0.300627464673329,0.223603034007346,0.163062770909046,0.156836131757252,0.171077283282879,0.168005435415423,0.302594849539233,0.225805337506234,0.117000883131227,0.149077093166928,0.0991464550090055,0.199263346058768,0.218319775692879,0.237215139708165,0.206121016073804,0.21547958139661,0.197398990698975,0.126397606531736,0.151766768491473,0.201363504234499,0.235177815893077,0.269003546356695,0.146799784437857,0.219407862726876,0.172373605432787,0.241963484309686,0.183851673914499,0.230575948793019,0.131356007606113,0.221082022108813,0.225731190782731,0.181645222188021,0.179367983842265,0.155435143897487,0.128205194161959,0.146709158918868,0.212947398590663,0.292634752436087,0.120783436267406,0.172540777076589,0.203782921054323,0.19250611965559,0.182683492418529,0.264842051167959,0.233354918264567,0.193570434225906,0.125163466787319,0.200957974182834,0.166677341310508,0.250110795731885,0.251372582312937,0.168249288311584,0.220757786734952,0.234197748701081,0.175990361930564,0.149068429509499,0.249278472625095,0.184751777367797,0.281845590261639,0.186906091478097,0.252636611125225,0.249007388145683,0.17615456650673,0.20687904870049,0.176860282639529,0.112662889708455,0.184630085754899,0.232959008389521,0.183437205553013,0.146215414685339,0.195324405529253,,,,,,,,,,,,,,,,,,,,,
19,0.165192713619902,0.194337474112303,0.180684397425374,0.317343089272169,0.160844621121784,0.160375091013105,0.212671321571786,0.602024476512579,0.187891125047248,0.26452941965742,0.192889166789136,0.208490084336263,0.173220848225416,0.185524056574775,0.202895745447173,0.10786304617041,0.158639846273318,0.181824825721793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.217906196646605,0.265933072386467,0.186694820108958,0.318818526603258,0.222579358234186,0.167759836606526,0.232820090680852,0.358087333235345,0.366721788911289,0.218258050762593,0.149781305424275,0.333276120677944,0.217942376807802,0.198500845413277,0.235335743575768,0.187637056100182,0.186773908579332,0.214293832094663,0.208286367877377,0.174696448471229,0.20767741158617,0.190979802171315,0.186542752279808,0.278024777520547,0.198628150342546,0.238095747595748,0.162932231156175,0.249339034900519,0.146845861956555,0.255743498144843,0.292312188250618,0.171028878067183,0.139661205774436,0.186556456046485,0.177729332447177,0.178580519777592,0.137862916867353,0.292664082543871,0.229660338029628,0.240925169205168,0.144171452250366,0.279109666850172,0.168552369707347,0.211463006630584,0.330787246695404,0.235433081641191,0.125886359421713,0.300060161659946,0.182290964056372,0.194329388774245,0.182749329257023,0.24055027157869,0.177748678785701,0.239065554935259,0.288287902832362,0.2075299704006,0.321921419278625,0.142184707666444,0.158048062423594,0.193137641345647,0.298831839650892,0.229577877791183,0.153037222121194,0.342591246597492,0.187606573580314,0.253900608130285,0.201197599765421,0.244503728177041,0.192280824114029,0.224863229170093,0.174454937984962,0.231542773826185,0.139118498421024,0.148342420236507,0.19112205417816,0.199633952524945,0.124534041222292,0.207605607670635,0.332631964867069,0.167099425509043,0.209849563023469,0.198038869183596,0.25683799768393,0.168921599745088,0.16910368820726,0.168646305744856,0.242912567093165,0.246204615782338,0.240602738225545,0.246594689994194,0.230128999313229,0.16199259264401,0.182250045922511,0.201601352352582,0.220581125233796,0.139100960894741,0.190164063323148,0.331444483806357,0.140001202893771,0.248700044915063,0.246369497423465,0.232786607938304,0.282538147262402,0.181233873887395,0.170167999102783,0.188660778865757,0.152063883820483,0.180952161137609,0.191745513880384,0.154183169025572,0.240383034391932,0.336069574931961,0.191717866600013,0.266972770041204,0.203596256619186,0.244010567636695,0.11220880097654,0.285662388770053,0.150425812936997,0.176649346903828,0.30146386795436,0.336087367246811,0.146603751679942,0.191489519354197,0.141873911010296,0.211630119216339,0.285353387546016,0.161797171256922,0.218008807564431,0.15664852492531,0.250312256573242,0.223856298091869,0.243140498356126,0.150323378984227,0.157816678186651,0.15528764534089,0.175867196075537,0.1664872284435,0.170712526906107,0.163945146111379,0.126225716291394,0.310579699877171
