Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131,Probability_132,Probability_133,Probability_134,Probability_135,Probability_136,Probability_137,Probability_138,Probability_139,Probability_140,Probability_141,Probability_142,Probability_143,Probability_144,Probability_145,Probability_146,Probability_147
11,0.113996396981232,0.178159112693397,0.338803039507461,0.370799731656357,0.174695691749389,0.115151012186824,0.23434500272542,0.137824506175682,0.120793267207323,0.249316360425582,0.18543004546535,0.257920087766811,0.294060476413273,0.300441882579452,0.188514795249757,0.120122073164972,0.198099513577886,0.255430781601397,0.146820073470488,0.2424323655456,0.173698760943396,0.178579349242094,0.204163742810124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.199361609399059,0.382640892214902,0.278420473738322,0.299709463453717,0.195153289172529,0.25564039682157,0.171925218829366,0.183227553459512,0.204584054803156,0.270376802405151,0.219346353321945,0.301416994713953,0.258605784927068,0.250153548508875,0.222635652448197,0.366079800846357,0.138863133880826,0.176229266568496,0.343158018694416,0.206719317211126,0.173421052162656,0.289131173240203,0.192346372756047,0.32195876001076,0.252421806482895,0.2936513420727,0.232284772282625,0.316711317031341,0.145475782626392,0.220496163508692,0.195511993580484,0.316028885934574,0.362325037704663,0.251402405047742,0.333493495240044,0.303646748893594,0.253827629620374,0.178231740303473,0.368872560309605,0.214060127924903,0.192834655439687,0.208726093091761,0.287729913961275,0.252271420642615,0.32534464550415,0.177253164347486,0.388133843039203,0.261857196443436,0.230078761496147,0.208050170580778,0.334037934681498,0.351356773636243,0.261821913046266,0.350880389605798,0.300353391194214,0.302186372373035,0.313190139149463,0.291039320215706,0.265684299503304,0.309311746453333,0.242091567712158,0.342558308334042,0.249205506730453,0.244838469808125,0.27888248207764,0.297207222484173,0.16033838381428,0.124721422266986,0.304636720865842,0.289669749946458,0.0963585123163738,0.198059694433794,0.288592017739279,0.295128999762964,0.31055889288351,0.205247139770815,0.225283066064532,0.244573261483489,0.281105684481741,0.164611171050866,0.246304848252636,0.149780507673254,0.28211923051255,0.291120315769682,0.303506036695965,0.227351848339415,0.309705787938262,0.220969583611378,0.237251596689593,0.168214082079142,0.317966646036239,0.256471544867817,0.170875795435513,0.346848286171826,0.23050207014543,0.33588062719653,0.294474412210779,0.28753675010971,0.207663081737168,0.380944967393283,0.170569199503515,0.365135783974257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.187088248253951,0.224224014131496,0.205276471068232,0.323330781197187,0.272138437456852,0.330752944791145,0.302934335513418,0.136612310500925,0.20169200801573,0.152524459315397,0.148003664633008,0.228352792632301,0.166628989918255,0.147643160947627,0.177055352844146,0.222557435789396,0.0948397819316821,0.232329638301034,0.244511291981994,0.115339511435878,0.184372552936625,0.25846655600037,0.158740774624603,0.122630530187508,0.219374929345499,0.213572018114822,0.183548368338443,0.278845619441028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.168791121380331,0.21365826228063,0.183070644814821,0.142615098266972,0.122265355135837,0.153085084712019,0.200176293865784,0.255609792203988,0.200842963373332,0.140132252774723,0.117461624003641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.231469589624107,0.283363795404188,0.32179660597685,0.235295591397267,0.189398586695437,0.247879105613057,0.235427710471211,0.165422086501781,0.203207104154761,0.357790234755229,0.25234250562294,0.172573608999128,0.167073827673403,0.312037172288961,0.342360387015794,0.193776109587742,0.299194779971421,0.228418300015889,0.205351115418159,0.270177160283374,0.30307173013238,0.311017689493337,0.272231328241571,0.298013582543187,0.234604815129749,0.23996011729567,0.402682514683848,0.183384995210054,0.288628498392909,0.232772675301598,0.265303913149486,0.178176726967441,0.190432638428075,0.274280935214202,0.222820783257714,0.192453593662728,0.315079283264243,0.220615205365243,0.260911052322761,0.122306748744496,0.164612451367465,0.243651972057035,0.201114509900873,0.209950795050071,0.177278840859868,0.299240309326337,0.228099462416366,0.225886137947222,0.283530359425149,0.137645827403144,0.262958965579406,0.283711658640709,0.175690714831101,0.270036387276596,0.180052289817661,0.178947602422781,0.32210230319991,0.191483802465522,0.186735269887653,0.230816501202841,0.162624299635868,0.209787256298613,0.241372876048255,0.282889317432448,0.199956768494384,0.216991252505399,0.196537527371867,0.166503005141635,0.301126221119347,0.176645178876948,0.261015854320506,0.148395872649137,0.34255232801896,0.279910917102807,0.300235250329231,0.162709850646129,0.26871515466493,0.291267432415837,0.172297850146105,0.256146600373823,0.436945552398763,0.16214539159173,0.359284852264113,0.244631508764235,0.182050450303534,0.294321531112727,0.217196471597295,0.146082753049379,0.155409938602397,0.371325381594554,0.202184509978842,0.219908022211308,0.21234454014697,0.177168496567403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.20568139000742,0.220532952108956,0.84915243875404,0.48947296920802,0.131174539834787,0.170094724035289,0.19604589963221,0.131193483705004,0.14522418144387,0.176272007339758,0.204055294137212,0.145072869945894,0.198905695615356,0.19499222492224,0.152569743886182,0.168311161647841,0.209903467876779,0.144780726967436,0.254177454156559,0.175119646903731,0.208263288152138,0.163169731153254,0.136278943176878,0.160711300317686,0.197530928361226,0.167685218441433,0.165116552081007,0.195596831288228,0.179081928662569,0.199589718542685,0.171074029531557,0.173521556999533,0.123497467879576,0.173574317594865,0.180464052328818,0.197756233375547,0.825382180861064,0.153129574324783,0.124011572032377,0.207619335081309,0.174116024333386,0.162799929074787,0.158048798790555,0.187731136616968,0.230666041690503,0.206785180233073,0.169311927129055,0.876812739910585,0.260078391978508,0.214267333165545,0.244429348865085,0.208706630083874,0.204036610102113,0.184628024760315,0.157264507052575,0.183779798602732,0.145434635405896,0.14542166505862,0.1725317459416,0.182262022577318,0.175198408029915,0.171173979952865,0.191857625515771,0.123624709213436,0.153831147126977,0.712561590204774,0.131504150507266,0.200043381012187,0.205249093358022,0.167754528655041,0.230163422701296,0.147473742068329,0.784343562861621,0.133782517286141,0.682548898001992,0.217772348092074,0.16802427940927,0.173684520529189,0.373789980056601,0.249913430879461,0.16731374335212,0.158033211833919,0.164215509647275,0.212942320132441,0.212686321119717,0.159559969710012,0.19049038727998,0.84315680960611,0.802670236614911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.196615540431223,0.189160200910368,0.160876281965019,0.324489860188404,0.170306239207645,0.206543621084121,0.158206045023,0.172770945997728,0.18913580985985,0.22802124242396,0.138182409722246,0.232059845039478,0.175528268085147,0.260032751334773,0.13511302300249,0.222628045948749,0.221003885645753,0.141864411613337,0.230784598034333,0.158125610347686,0.147272207127463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.280013235158848,0.23971973009146,0.119612328782723,0.179839414026819,0.143977976097629,0.139958118825939,0.160772967825305,0.207615364504407,0.161265814221532,0.214585638954339,0.112700126386944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.211963371335989,0.256797835819854,0.38049572547846,0.154629393137958,0.243457972736244,0.202228381135887,0.191679026611113,0.194003740454381,0.271917806574172,0.207746250319688,0.133960414017376,0.24681305474703,0.182338683292028,0.269237023178087,0.176577520997509,0.127759852499542,0.274585502427908,0.23493410035445,0.202716999406827,0.220397145535919,0.270567033246713,0.163778286091936,0.294253932876888,0.158568696233512,0.282157557423825,0.287800218838782,0.18907894805949,0.180679803133902,0.171932392203606,0.237087149566114,0.376168017280721,0.190318840961834,0.209223948960431,0.244686735282524,0.16101913359931,0.142590316370166,0.246124986874011,0.162065234806487,0.178859186911575,0.297269697726634,0.201344470084686,0.209482940347799,0.26240063356844,0.327576174781172,0.162705877972849,0.178200219904416,0.242081592846099,0.226591482226464,0.282681315025875,0.196289692639421,0.342628150899921,0.226403746623136,0.270280485628232,0.113496156761774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.192711855010782,0.131520796501456,0.205965685210671,0.221383671367624,0.293428837996631,0.211131350065888,0.227526795499965,0.170043812784674,0.207649946479815,0.205740524024332,0.176862840673877,0.261362466825681,0.228620911678859,0.34795438404572,0.388449499845671,0.321006411992226,0.326378188973952,0.265339625365939,0.356008860768046,0.449970838348705,0.24881702080623,0.31593185347248,0.233712836885647,0.31585725369379,0.209346328439733,0.31504345652661,0.348468449871992,0.226847406301388,0.142573982737192,0.277945582944714,0.233178734117025,0.166888217042419,0.337768756121875,0.315228655478861,0.240921585856693,0.277639634554706,0.341300291806775,0.320567915392881,0.203315492868436,0.341997475721707,0.228212514163762,0.460974299641852,0.131441308523722,0.152669153828475,0.194031046623405,0.302524643198348,0.351388838844147,0.243500281543631,0.238974676606283,0.341019520330445,0.295995495734779,0.226193002661865,0.322893831226681,0.256009739823435,0.303582668411087,0.398222661140598,0.211401714502859,0.318564997087581,0.315392158169629,0.332835091980107,0.308190681946297,0.228528193994537,0.28131610644309,0.335063448249527,0.20379395092328,0.142000902018007,0.134864146719963,0.17527036680259,0.500158344879977,0.141592662732626,0.170416663926585,0.467764407444143,0.195036834496207,0.44487407252869,0.214420355876885,0.264363704942888,0.271231153142086,0.283901608275817,0.188395419718151,0.337830331669317,0.180294957367159,0.219805586629422,0.149894849796159,0.241765249959652,0.13962789931197,0.160171122154067,0.164422160552514,0.199292305641374,0.179187582672098,0.112904942948708,0.319928848547139,0.372974625863117,0.254098058608156,0.188493098344549,0.174749124132446,0.22021847444599,0.26189046404333,0.252098530201678,0.264077218239086,0.278701380763329,0.308245951047837,0.290577101885812,0.249198909277119,0.149691895886306,0.189592723127312,0.266685574700371,0.274849612159313,0.14422761794594,0.177984005962299,0.275565725085993,0.310459493022893,0.303603582322019,0.186658607953723,0.260319849745653,0.146888924395727,0.273601984772251,0.353178104554081,0.358576569495476,0.121366507540636,0.198347573449167,0.398000465758352,0.37471612907023,0.25279686678498,0.171533309027806,0.0930905869881774,0.124963942127233,0.355257311495207,0.186560591570744,0.230040338051207,0.281731290401562,0.383274123781493,0.412109818426122,,,,,,,,,,,,,,,
