Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131,Probability_132
11,0.185255467777753,0.152498488709773,0.12334325062441,0.133275564356147,0.222653524360908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.125758497236681,0.211644651501279,0.197849164127668,0.148049903128658,0.205243967503791,0.22454123099618,0.241649356838275,0.138197952775922,0.109942192696604,0.112766773625166,0.155826688838044,0.223885291666229,0.269388395011215,0.170236500921207,0.131786787777621,0.142950351366651,0.167600302792145,0.206985117932823,0.238724627880723,0.162093564636697,0.238902310774307,0.240368059720733,0.279499564860507,0.165555870326668,0.202265239807331,0.187534033402075,0.185513772869995,0.115255534919473,0.20623098026069,0.187338386079632,0.148088209427139,0.166514404977959,0.17523288887537,0.228847143088395,0.259830478383317,0.180697883391027,0.160684256795526,0.251790563697192,0.110007118226235,0.133589806966586,0.0683215413849507,0.123887949284936,0.165463475813383,0.131229742098102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.154663599892374,0.0847046395365371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.306121076533121,0.148976585668143,0.0972050227563811,0.153152684881635,0.0726932331339899,0.199175822340224,0.19326159188649,0.268251237038399,0.228448025732122,0.144007598361796,0.136814071040635,0.0899880712118308,0.110902758602732,0.100674223439316,0.249837095760334,0.187112928445312,0.237098154102248,0.150917352327575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.13586328997616,0.0920644824873777,0.222789651088601,0.209543036556924,0.171192143846807,0.111065174567672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.234292872338433,0.183751462638969,0.18928111313462,0.13703233738199,0.164092599934312,0.166739115057452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.140140728396702,0.0988974757334833,0.149341582365767,0.107760646182056,0.11976025787404,0.159370245128963,0.128424907790643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.365446700312752,0.419293672820529,0.401602928561738,0.227769556101743,0.195430533607462,0.169080790632186,0.215703215027266,0.268179257567419,0.191271786432819,0.138080073281908,0.188733723596329,0.167026159723684,0.236324369595347,0.159665144668108,0.178944840220981,0.186329438512737,0.162114670346844,0.237166017441254,0.15390271613999,0.118044875763222,0.232633676901708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.161350623086078,0.100151052060776,0.0949990226500298,0.215040310596061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.223989809691001,0.147131649271893,0.142630496371784,0.124631666993869,0.116406254899726,0.158797070088387,0.217875897410399,0.152434798132998,0.185725233530164,0.182610876102718,0.124206703151829,0.162295178215208,0.176868716490629,0.145400339674512,0.150980457246173,0.184517874137616,0.127423139261944,0.207475121023799,0.277007066545853,0.258757543279643,0.331356364318584,0.113419164372291,0.233986150339202,0.212508061572676,0.183202581780053,0.115845402499674,0.193445453995685,0.159760666484542,0.217605734644949,0.106358384594602,0.216869806540404,0.194547644240725,0.214543129127385,0.250484630754253,0.106927993297243,0.140333477922052,0.137049363597573,0.201046989095348,0.163347267791113,0.0968906549309382,0.142869814401402,0.235673488043172,0.137768931706758,0.14410602633142,0.200487039542884,0.15466845426824,0.218105535142044,0.240442478435576,0.176116042382799,0.205452654849102,0.185239990575777,0.250479820154292,0.273091540297117,0.156206322752889,0.268883831540568,0.189163969808884,0.133885426620876,0.248615050820855,0.170745021338423,0.174385069666361,0.172551402877827,0.251376168073343,0.134749523441104,0.186143870257091,0.216471214003083,0.229143329926454,0.14286436349491,0.186570734132564,0.284083800991761,0.178891972809118,0.167401068161924,0.148039762102699,0.233740416514669,0.135765838894606,0.12876193446024,0.223104843055565,0.201820647104545,0.241235549257814,0.147139460092927,0.189936144450956,0.226232346143528,0.224111831227777,0.148295810436726,0.0960755612996948,0.191666991885365,0.223314041834318,0.110657762324296,0.190160558709831,0.216040394579988,0.199473131327387,0.0894601389606257,0.178443938652739,0.130856253531211,0.167631460670841,0.175161507256425,0.101923933199348,0.147520289768606,0.210322069067512,0.245168610004147,0.260740280476895,0.104196123972808,0.140723501161426,0.155199445055137,0.167470064302464,0.179458675171735,0.152807084415676,0.140692504840015,0.277388896083163,0.107030204252419,0.218392135355226,0.132556582626529,0.224738711177418,0.276968386029709,0.193096562894274,0.148530640301944,0.150191097813271,0.233157514754023,0.1799856402942,0.289486733084048,0.198458555539352,0.196217806944894,0.160712319549114,0.19946158843512,0.217646768769099,0.186535711690861,0.128650749594903,0.116015231909549,0.120799558669187,0.198978482168365,0.20236348494732,0.163536453038429,0.231307587606144
21,0.222533358874989,0.271511381326748,0.11109660827276,0.176287454345684,0.408121473729481,0.12465383900223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.128114989239766,0.448566820118816,0.126745323322616,0.116157250889012,0.100155992968333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.223735568881655,0.384942052752258,0.366416359317105,0.258789888590965,0.217210139286216,0.26254456985522,0.384413679722349,0.160327968874661,0.320002893846633,0.372827636722322,0.147976768707001,0.355845246289622,0.366954597225656,0.262640480423761,0.25593800504203,0.451111889895422,0.345410494747715,0.387200783847843,0.422941283471814,0.146074261781949,0.168302979110972,0.381526718163525,0.124465788163393,0.257289201953874,0.11761420736725,0.219068663251915,0.295104777736524,0.231049008297985,0.150649256202448,0.253475374386066,0.124358898314928,0.409892824813569,0.22175381903633,0.139029960293743,0.300403923721394,0.364248949556272,0.408623447396654,0.390269529840162,0.182578332973039,0.187697601409518,0.413667330376078,0.342433501577239,0.0964621076425849,0.0881520919358558,0.274282853935859,0.166398143489156,0.132278476692932,0.170312438917767,0.42290457785253,0.276607968251281,0.100231485176091,0.363582060310368,0.330661018457056,0.257122819303615,0.239462566241923,0.209367245061335,0.196125874778511,0.161330805559484,0.139985336123599,0.100685866099143,0.171744979520741,0.112628933251573,0.353738522973528,0.266427300073586,0.192090780109671,0.197239023090012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.197678413309835,0.146704036639388,0.152365560145809,0.116844251204562,0.185727897310086,0.112971222125073,0.143034511513302,0.0920761512095965,0.177642440789483,0.189054823644592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.23905733404708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.222693634393184,0.0994021019850373,0.311940581615405,0.0922947576352054,0.217499147103649,0.183388335524349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.129254061653871,0.198362091826319,0.182910958605936,0.160351983611516,0.122723995713533,0.273223573270753,0.149912134001313,0.185843661999225,0.188081902468628,0.217540403690224,0.100084082527618,0.196715491786742,0.159090987143851,0.2228859385176,0.382682051982422,0.148105859986327,0.122124362536722,0.302016491728138,0.470416480896381,0.240829056797991,0.367349328559961,0.341096125859575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.195763077991806,0.164292228743779,0.201659834801024,0.140901532603328,0.14077712011812,0.26234268267357,0.272440410132083,0.303225786428095,0.15675407468844,0.206078026998413,0.169709277682229,0.132112756902989,0.123489659395846,0.134561444041406,0.158096620527907,0.250939294785636,0.20759339102823,0.167382844345879,0.145879914384558,0.242657920121474,0.236707034775884,0.286020741194631,0.198089173896985,0.184526354483282,0.167934547648177,0.112302480126512,0.246210470715847,0.197028187847338,0.205247389994189,0.292015268533252,0.126561134410578,0.130120981728192,0.239272025330654,0.372842374042888,0.13915332282372,0.161040097995469,0.209385108047057,0.151606146035619,0.171985997987281,0.23841116521261,0.115135719058726,0.101518621325813,0.143680754917058,0.120867792308581,0.172416742193737,0.109498829571437,0.231643566271883,0.161223084426637,0.270215138486309,0.151408283372041,0.386343073420733,0.145254159191872,0.189886015162053,0.172634200397314,0.206180368228853,0.166773123596191,0.232459977066649,0.281331045127395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.188982670155643,0.151691331707016,0.732437449861394,0.157775807900089,0.357111418060993,0.159084297900405,0.159807450491812,0.104168710555533,0.142651129038176,0.138961983836722,0.177452917016782,0.201586950269157,0.103116072606099,0.129926712532187,0.142282139149095,0.105290248124081,0.164355539458834,0.142565056256562,0.122347405666198,0.737468274738574,0.0986577765798567,0.162531942703481,0.148024985905972,0.117751027959188,0.157272285837491,0.732973434880795,0.113698625491144,0.112492775085466,0.155907242299745,0.109410829414893,0.10784981126372,0.118735720675942,0.11449565464464,0.212751504742854,0.0911108100334565,0.141670817970327,0.0822526128000442,0.191351523914991,0.166924128169465,0.603439452270322,0.109194134771929,0.141428421170003,0.158412034343902,0.15338831764044,0.653661673772903,0.10350207355346,0.574193150144974,0.161938279534188,0.276149042297214,0.162035146754596,0.729279657502985,0.696307180911976,0.14217779491747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.1664435098133,0.164970874550867,0.168734459200149,0.230461224057873,0.1594132008893,0.25038674942833,0.225271704989287,0.2069576916865,0.102152107550633,0.19858713993762,0.133480068747815,0.102652303922054,0.218206596724078,0.161360148452146,0.132341797188812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.118349998451472,0.279463736910051,0.185867269987744,0.193779505975077,0.163566554003336,0.198419352757552,0.0965094053758878,0.153051245544513,0.144211914295908,0.134664249474446,0.177361785435278,0.128446473006552,0.190764976671876,0.19837358441024,0.286004151161688,0.193901093344154,0.174305094857057,0.304062565625604,0.136216033139175,0.239325072260049,0.179401651823093,0.217856471690838,0.171672514298738,0.182911422405931,0.184832696367325,0.21874492844603,0.233459302648289,0.141439350793582,0.166062463675473,0.141232028099696,0.239289591620227,0.235533446168172,0.17062753269696,0.267136761803662,0.258444808350373,0.284187027409339,0.228595809823131,0.217788073002332,0.135608508885279,0.321211715450341,0.207456749923075,0.17833123798088,0.147575167411431,0.231102429138426,0.283933280960516,0.159921018204521,0.249735429494342,0.25755563918317,0.220540727173435,0.239944614502074,0.235822685421682,0.205174428592608,0.238931536901425,0.260059714987537,0.16546612817694,0.173731730735407,0.26979415105151,0.251554100960835,0.22416905723777,0.217488542739121,0.268855743811626,0.203625083374896,0.118891114211816,0.213066600808038,0.129480544026217,0.130574877705664,0.184456633003549,0.217503574391063,0.203700283335152,0.249353973694029,0.173155592466006,0.2521621361133,0.157190269124563,0.240114916968424,0.147214065060343,0.182629304766728,0.121733017844665,0.265335963460246,0.202971862642817,0.174684558422416,0.288380193560157,0.229696494851228,0.229797422724713,0.220390875796866,0.325089856115644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
