Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131
11,0.304179150556056,0.149299220978097,0.144996682215123,0.15434023430136,0.129719415489743,0.177732521232719,0.256202286875999,0.110020578185679,0.0996730210723858,0.245325658500158,0.0914763367259109,0.099350645392709,0.0916461117183807,0.100369732291882,0.132422811346756,0.0881490383159455,0.0972020343102241,0.163184221173133,0.139050787195205,0.182146138824817,0.126745901353889,0.100794636279773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0851432271364865,0.146633777972616,0.0699872404302339,0.164183264084611,0.104192118511525,0.0945827705412506,0.0827668508885741,0.152363192966348,0.106786010511353,0.149337102476308,0.141988094000352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.161041787256261,0.111355030812907,0.0774715935208153,0.115137700900389,0.274821133248836,0.31037174296178,0.159208403132448,0.112142632268286,0.199972276004787,0.179656574200065,0.0962870304417478,0.161286184220512,0.199912384880837,0.124376050402124,0.101754827999725,0.107595342672374,0.111081080812779,0.126030778365843,0.213317681973922,0.0909437235991575,0.0834782060271746,0.168354254553239,0.105778173337676,0.101952699218635,0.125389744699835,0.178407667357201,0.0900308453129867,0.0913583818235955,0.152403117815306,0.131558913600064,0.112556357514315,0.0847076423429727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.135949721064777,0.0878749349258332,0.129686902735452,0.110786116489204,0.108579066609281,0.071491615690723,0.279027826612761,0.14180822781952,0.150366286814238,0.110751735182346,0.128799477348371,0.1736394966991,0.122595904124929,0.207826553699706,0.139153027606161,0.111311100873956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.102980278004912,0.127649730651022,0.152585466403,0.168168970340035,0.0988381698837356,0.258142776488726,0.0813917722417215,0.189624299338993,0.225148945889907,0.158523977896393,0.108334389042152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.108232209777175,0.320799785842421,0.331776135366335,0.247706855042137,0.220496924065469,0.219545393030361,0.176270037821219,0.112521192161988,0.187982119746878,0.146744377812802,0.182364362376745,0.139005251234526,0.0974852291037369,0.0911405720399429,0.284397188776774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.103820068303548,0.140831557521887,0.0751760947087409,0.106208691596241,0.104587719531132,0.144774147109147,0.123778107827998,0.0949301348074795,0.116216113383889,0.139607223269817,0.0934665573359068,0.116889841275246,0.0903818080378605,0.0992589284583989,0.0883163177603254,0.136049371404134,0.175106619509777,0.110048826113428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.175277608709091,0.107285338808138,0.138500179569844,0.116606152103656,0.122205962293823,0.14815318891613,0.279872679894818,0.139694425623229,0.265844030135476,0.14812420448806,0.195017262145006,0.157994474716193,0.163999188684679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0978462341343921,0.0986859445404113,0.148393966445915,0.275928382030623,0.10064565678873,0.120878106113293,0.107456526783262,0.143875459485471,0.118974949706596,0.107948657088781,0.0643284820425874,0.219739481471082,0.310137343536773,0.167836189014511,0.182990447109396,0.158984487682035,0.420611430875608,0.207967710515128,0.218684883453051,0.254774228958846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.128384850962713,0.0867595807781194,0.154306923207492,0.233170439177225,0.245187620979513,0.103424834438683,0.117886219234151,0.0995806416449435,0.104279478717815,0.0957897335281384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.269389836811096,0.318521455772443,0.231739921500128,0.236214141690817,0.240407600154099,0.212718421527851,0.247586345200799,0.227323018806356,0.217557236802711,0.177270274554605,0.208402920163003,0.189365064111056,0.248119695170719,0.315882945803773,0.176937271298299,0.101027729425512,0.237088321144577,0.105062384750889,0.187288420230117,0.156716688761444,0.364677156845511,0.164407086397736,0.239633122006183,0.281697093373559,0.267300603000743,0.180586976093065,0.185894865119851,0.109705477739848,0.219394813204315,0.191903369976745,0.138026778449125,0.124694837165152,0.243765844013016,0.179923550281468,0.166386368463488,0.200508723861928,0.0673551903313447,0.2222538960418,0.0792576924062008,0.183491146792054,0.178632460876876,0.216022856811617,0.110758249430379,0.267863159107449,0.325055671135957,0.279386880766486,0.184221345815379,0.43109233204077,0.210017007566541,0.170927222287107,0.115262047780749,0.353240154517272,0.0915580824054274,0.240017403688184,0.22768392861135,0.140806851944958,0.134270978991465,0.207389001471573,0.188450073847833,0.298891711183777,0.263174547948666,0.328862494272288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0955333252365212,0.088016293049517,0.109297985590072,0.294665450381524,0.098375100183185,0.481675351729071,0.132619385967329,0.119814099233782,0.126346334118515,0.292691473892444,0.476476304881677,0.0926220097515009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.192211305237359,0.118561731160866,0.145335326127461,0.303031532615102,0.185324784762998,0.12096687853643,0.177290339507765,0.251785155921536,0.136441394698919,0.160439467558623,0.258644804073252,0.129951708932897,0.261367281344935,0.102378122175664,0.126171314404827,0.101602984310665,0.277041425523775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.18381964597874,0.447448314154922,0.166183376435313,0.0995884076382893,0.15963432863504,0.289068626264724,0.149557916713536,0.151702804484178,0.135527609225916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.322681004807745,0.196367007620861,0.118388394454122,0.0928826496242909,0.0807135446840567,0.124602431823893,0.23923034183088,0.119846486196411,0.0956730232586514,0.139580459358858,0.127040434295856,0.0980094782342757,0.151243063387851,0.158781659276447,0.313964526108839,0.245269563100031,0.275011450620363,0.0809699991452338,0.13905293492656,0.307147005027024,0.132430501665951,0.115038851664278,0.101321948913038,0.112448928856269,0.124641257120438,0.153223240709598,0.215613741145435,0.172399860241363,0.093454052578357,0.135949062041015,0.0784766906458674,0.174608673291905,0.0831959140525078,0.18572173357237,0.23860217821127,0.10572964161143,0.0987697298836345,0.220224834516521,0.253158266196979,0.087295074631543,0.269339558863155,0.249138834468659,0.204733028507125,0.216884521047172,0.175449563385411,0.16002607904288,0.14975604155524,0.269146442430134,0.130505158136513,0.33597988586533,0.120338567063665,0.103644367658037,0.14996546209424,0.125667760624859,0.111906754260118,0.130981125291248,0.0936270487594521,0.122475857599822,0.0902270420274702,0.11958831835392,0.142325069968812,0.0980426252302,0.118650822291898,0.122733997921287,0.120512503302829,0.186131382409268,0.194201404086027,0.304815671370634,0.151843915216476,0.148283906324207,0.134092201009884,0.136175613257624,0.13191095000357,0.171370367606498,0.0995318016564415,0.212275262043051,0.158311251827375,0.233456245448046,0.218890067992455,0.208171702045453,0.170282452007502,0.261699642626445,0.228907484816632,0.175796113107382,0.284942934949762,0.380205111147481,0.211279702909304,0.152905463923495,0.175522889925833,0.225575841448324,0.297619943913084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.182511423603656,0.115131701795897,0.116427428530855,0.158184540447192,0.137156782861317,0.12587912760129,0.221578763005439,0.149271320799098,0.0888358514228076,0.162965990818364,0.127789757580973,0.155555222140121,0.136961739197508,0.128209595593652,0.133420567185486,0.205271495757542,0.104314056991068,0.180848121424494,0.092086645451321,0.308251743673081,0.277187230882419,0.16164802172479,0.103328834693016,0.117207836456282,0.152339799744687,0.161015905876893,0.16653608829951,0.134871383872063,0.0985249625612385,0.170793138480445,0.117038186220745,0.122895668299265,0.102620338029117,0.179688464313784,0.124300043173014,0.0901520993798735,0.184693455219631,0.139888030202678,0.22980394447936,0.15124819723185,0.120853028925404,0.236237878484548,0.126851989653446,0.117425571432367,0.150098713976234,0.167224668005804,0.24294482902016,0.285231780394247,0.223524520599841,0.130198772484654,0.10440161470729,0.102089140468494,0.197767454676569,0.146859000294474,0.190932391388637,0.095271273310031,0.163516565651342,0.103746114720968,0.209636428970445,0.126103076108365,0.168594234398394,0.199842067244107,0.209817776660696,0.0708888467032576,0.219978665234868,0.180000515902692,0.150024910272223,0.181210278965761,0.194980791832788,0.196781807691647,0.176625329761567,0.189663973638225,0.124424570164663,0.0827881735596631,0.140440534360954,0.145869416587509,0.210120565769284,0.175609647119947,0.1728348868036,0.191753104255541,0.193852547013846,0.121664349925768,0.146506269518017,0.181244389955235,0.185302404959285,0.141899606175027,0.253642327500404,0.168769157336042,0.219855365987309,0.136169108188463,0.14664617623847,0.228611598485746,0.252155366498691,0.21718503147904,0.140376459811253,0.118406074184531,0.16708840765776,0.161273930199397,0.152276855662439,0.157098126409467,0.239931656814717,0.201292760905688,0.185204044780579,0.304136711067854,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.63997151639146,0.154360582127691,0.122547604493489,0.123943698049672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.132609273872446,0.599376883995222,0.11511639647042,0.387439304250289,0.101332408280545,0.156382171779619,0.0950837358978357,0.13087513655237,0.110461146062514,0.0843429349102017,0.0974512798731788,0.104381925111849,0.0801118145145333,0.0853620064633353,0.125071680815401,0.0882495699142698,0.192599905121364,0.104706360936227,0.111007619177393,0.244584339753782,0.107600952076971,0.0803510201770587,0.274688112879198,0.0978326661845961,0.112847387790343,0.648230423881062,0.0907840399355364,0.0767239304430016,0.0957022970511727,0.114659233584816,0.135943056700175,0.101547910101774,0.118007645756229,0.106799706126426,0.58024331681267,0.105688254494738,0.105117839675316,0.0998091996944088,0.141702652799527,0.257385802453472,0.0777696293160481,0.168967011471366,0.0783024791344983,0.16127967591012,0.0846923688723017,0.0997188799723976,0.0919934116513452,0.0908793043600963,0.0897129311585119,0.104942758520397,0.102024760102369,0.540213909256613,0.0970190684986245,0.126242429687659,0.494866357399457,0.0935804485585073,0.0912805863794664,0.347798778917297,0.0835492394906397,0.128113355336528,0.106700738576185,0.0985458535501434,0.586726168611579,0.59577859822064,0.112926160934089,0.0949217188538726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.165917164565427,0.265535948097141,0.150044295593828,0.137299511377325,0.119937877622102,0.165339517156649,0.178065973697685,0.168636598264102,0.110441874959901,0.171048751506488,0.114118215252087,0.165629250374193,0.162129930582863,0.10540323912242,0.133611212445812,0.164934445555879,0.145388553918373,0.190737370920124,0.214759203736456,0.142357486181677,0.141792000684825,0.131232119352955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.147797517896159,0.119117773766333,0.108559704770122,0.107743064190253,0.0938415830468268,0.139238597877302,0.158671713421638,0.150139331944751,0.123556851219997,0.179046001725154,0.203764231124494,0.176365279630194,0.12324198904369,0.165296284875658,0.0888421790982743,0.109590976410423,0.102889489903635,0.138395429630102,0.301141284902057,0.095660188957129,0.128927248364199,0.144900880401181,0.147131378887928,0.107725908506498,0.208103871208715,0.08886893949939,0.123683465789834,0.136474572549249,0.12796006306788,0.213469446867688,0.179055934663614,0.185098577685786,0.1361278945962,0.127067520533582,0.10457172325339,0.130517748237861,0.129036035813316,0.155331294827665,0.153946714689042,0.158557393745877,0.136687952334103,0.173078308985044,0.134477956682856,0.176822812670181,0.185167015929584,0.260468212711425,0.118320288851262,0.107677998688909,0.149209434139834,0.150771101980622,0.153225758914787,0.157860959501361,0.11116424709396,0.112715369075108,0.254658554902356,0.178806880775329,0.153114779514707,0.099710706185281,0.104284510939585,0.0949728633161967,0.152915259878299,0.225503172895359,0.200693667192476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.151163352090236,0.0877207779130334,0.133723212555109,0.177109737984458,0.115112329450479,0.147752441339528,0.136942819976751,0.12044308352266,0.115159236043551,0.224752677696,0.294165464351253,0.238469814492173,0.138633368861711,0.220249767210905,0.313834755149401,0.226938936362273,0.139397621497782,0.170328222303292,0.150278241761109,0.169305838713931,0.270511537332029,0.107882220255173,0.162547279877782,0.192045675292022,0.100765277294721,0.207885024377662,0.199559026561552,0.20028118109841,0.300280292881306,0.274211355423356,0.191581272063843,0.133096772310729,0.262597766540706,0.0692006579441274,0.115103695322965,0.122183739123554,0.225617111608835,0.217198705447142,0.284737418830428,0.124774872362366,0.119190156561499,0.193025289556823,0.186809826122158,0.141240501920613,0.203486755279805,0.186035914663062,0.145227499003688,0.240965960539808,0.22251267483912,0.197574773643143,0.143695604357075,0.0862897239209768,0.263375990444925,0.141539076331386,0.13053897929479,0.211055844572637,0.154930934446794,0.292570656233818,0.111014338675377,0.331583724285658,0.189264084887971,0.298858161434057,0.172917407343549,0.160143426372024,0.23042202209039,0.145296244461173,0.176891413064127,0.126291515009598,0.201126102329125,0.104220054622917,0.186128686210472,0.0918716562912042,0.172290681432935,0.209325822227352,0.159027449951679,0.106617885486083,0.148222510533534,0.141103749222041,0.186037978451131,0.119472682205227,0.145890689172184,0.147202722265632,0.146613780320965,0.18781553961984,0.127264068729376,0.12211658789367,0.173082409408336,0.204226370103657,0.166811653419218,0.156825638090747,0.220649973397222,0.252789816444722,0.284647934858501,0.148458592720789,0.151690291933046,0.17764037224293,0.147866144438096,0.277510289112459,0.200887799648863,0.321157083751744,0.303861357221456,0.172130219328981,0.102925253618515,0.276585904989683,0.126663908330239,0.210489043667408,0.247515665868484,,,,,,,,,,,,,,,,,,,,,,,,
32,0.0908562067187437,0.148879959402096,0.130742516425968,0.155380135289337,0.295691738961642,0.145057068986869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
