Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131,Probability_132,Probability_133,Probability_134,Probability_135,Probability_136,Probability_137,Probability_138,Probability_139,Probability_140,Probability_141,Probability_142
11,0.141707207323191,0.485080931097779,0.136365449788538,0.216575102150034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.112855343618769,0.346556921254626,0.118430483597823,0.115805019341921,0.113972891086692,0.119547337706727,0.151617707832953,0.104119688023917,0.346716006726351,0.130280291755502,0.115664139374207,0.147443887668018,0.0909244089056957,0.121084815447965,0.130912498840804,0.138264103619472,0.124394445476958,0.156392766298223,0.103485185227651,0.201986357301863,0.147856285329951,0.165875147094042,0.186559627155365,0.129190151530195,0.110210079101793,0.146953702732756,0.111158450760641,0.103012345911774,0.173947187528348,0.107377951014115,0.239968249624714,0.107004168554496,0.104732345580705,0.11854186936448,0.106089482670399,0.141129488861733,0.155789629007805,0.134319185281037,0.0990804972387855,0.167861238243653,0.154379563374137,0.139409609586633,0.107255436330815,0.122067329020966,0.0938098960828638,0.121782807104698,0.117051073495315,0.113891936425307,0.082996113116572,0.132812081605998,0.166141025395605,0.183999818630298,0.111270194634029,0.151057292714313,0.168393725835399,0.166991364707238,0.128454010534468,0.204090776112693,0.18761000587994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.304015988769457,0.168336351060959,0.151017087640213,0.127435465007028,0.191420606965755,0.159586491362955,0.222866441360654,0.195081066610687,0.323089071645209,0.115269993179782,0.407515098165585,0.131229825480399,0.26835026867676,0.183397391828583,0.239086388862206,0.226144926890125,0.114532830084088,0.21580103793513,0.257464942040749,0.146055708194421,0.347181836103328,0.224257530670586,0.237813090482479,0.244509076548965,0.171612518464153,0.389192819499199,0.294568221534812,0.33351657996439,0.357593511743383,0.226558114187723,0.247605325745927,0.346720272941103,0.247862635564885,0.312365403042409,0.104996020663877,0.156136987456591,0.131510338861683,0.118746252576736,0.145222664326105,0.124845241716302,0.162083285823575,0.245120552866269,0.192967080657478,0.345283817912635,0.29976676012301,0.347959701387413,0.386196198243883,0.320927320167058,0.227592904438447,0.137370325189885,0.215118776534554,0.134357495678049,0.134809622655922,0.146672311522341,0.195528503200801,0.502313390225393,0.168823192539564,0.107312613228605,0.218863650722756,0.257669748630989,0.325446238439893,0.268506522710527,0.209721603975267,0.358855959553005,0.246409942900554,0.355388103869644,0.272582158317826,0.354035696142995,0.240980505651932,0.203672717283058,0.307640951057366,0.219325681617598,0.222815862796591,0.365319384815243,0.232130740639119,0.26530038034008,0.341510779141407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.178272094210188,0.233612158864531,0.297883543555359,0.089753891316187,0.157067216103146,0.110000388833973,0.131080926941199,0.157321553747959,0.160876880863326,0.223109565459445,0.252755752107301,0.127707295986353,0.218372685234911,0.104637319032241,0.0949581609042744,0.169623824871234,0.157163537081403,0.139093590298062,0.14022339287263,0.204522321129692,0.149308953170591,0.129818143431875,0.151390863941495,0.175069371725473,0.13247913828611,0.0988291836595364,0.0971197457569,0.140181010134067,0.202754111681414,0.129298032826627,0.0949485655359523,0.184512455098631,0.133352978217593,0.12806689775288,0.142646902113975,0.173217668000225,0.280677726847622,0.213592695050052,0.254411145067065,0.191129823307291,0.301399929770718,0.176263433594846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.122911250440318,0.108860724912184,0.13427141868309,0.109976745023533,0.180389254295885,0.152814806098931,0.191551211584435,0.178202928872997,0.237484543671457,0.146298460466907,0.182878297951769,0.295957296908548,0.101472412135993,0.115205453147603,0.139429908131394,0.171433733612157,0.158730848175323,0.106843618057293,0.103501154392304,0.160725173109339,0.114536772463937,0.311912715699055,0.829787137862993,0.0838767744359898,0.241872827859312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.13325565105405,0.137363339496498,0.140741853774545,0.140430593484441,0.131726642778355,0.18341752859702,0.185482822253075,0.155958427410872,0.151245210869507,0.141052046210787,0.101103982445046,0.15798810338474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.19883121288995,0.23617501459464,0.109760745229748,0.201633419017897,0.15217470592502,0.206475514436371,0.171430990816128,0.164850242079303,0.209358607686795,0.160904191032027,0.505987707403481,0.191858161696133,0.155905593599609,0.177923989386539,0.125947324040482,0.291145236484143,0.167680547994732,0.181791180632014,0.135555959464548,0.231145432415098,0.253117993556412,0.206492588013443,0.21461979363962,0.187947139465154,0.175926421726848,0.0886459233864204,0.209794714750018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.311492739607362,0.0952223265970152,0.123228957033,0.205486689828104,0.127962885876855,0.150857845214062,0.118544754132079,0.173554427316048,0.146994014379884,0.14007496784417,0.232417530029282,0.0969535842310016,0.107886797458574,0.0891243309502372,0.216666128437109,0.213419715482688,0.0956996231637239,0.21293603621005,0.252714893355584,0.208612164614487,0.140132614211288,0.109377723649765,0.109164131370045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.142395120103647,0.116565829015795,0.15741441325778,0.151288733075427,0.136756370663029,0.119006462309291,0.128794941503768,0.119144703026614,0.143800962840977,0.097720119078368,0.133890968161399,0.110180031524181,0.171277106510707,0.104181153528248,0.273095324646464,0.166308391644368,0.124550900669616,0.122095025385484,0.20648091568384,0.136590314865706,0.139490311530654,0.103281189489283,0.10175789651439,0.185734113620975,0.151237863003233,0.140473708476397,0.089516088026126,0.191120442765283,0.229856910727402,0.240403949958007,0.205867860398612,0.118901275494271,0.398465618678298,0.127684101660866,0.188122788243041,0.112970989860998,0.23954280799856,0.111178350089042,0.131291798360657,0.070959133829606,0.150490938009032,0.125565577576098,0.128281662858851,0.17663078135622,0.164189038506285,0.221787403442138,0.128260664841415,0.112203177503485,0.146532969847999,0.142257323969893,0.149470203001941,0.156822380769019,0.11191139476144,0.0934100468957225,0.174403211628555,0.122603073702841,0.099054844652747,0.239161943737156,0.0951274715710429,0.0922371120997769,0.161271415667797,0.138169489885047,0.154494776378515,0.126816114763533,0.107527341125782,0.12594415698839,0.170690567066568,0.156376118204116,0.102845203480598,0.122406472318834,0.106119595442287,0.0983301970371977,0.202956699021844,0.118910860016579,0.299258393193327,0.174473743828197,0.163568549566794,0.107606933890222,0.122562528315155,0.266434040860473,0.127946705874865,0.132885176045177,0.202578668708403,0.100303496251517,0.139555524596555,0.118099543827387,0.169206430273617,0.211651915552534,0.121549534574975,0.144957384784534,0.158575765845879,0.165362792643392,0.12815299619997,0.100332115674318,0.162392220991206,0.134661041931001,0.160837285847728,0.111743159877858,0.204672750124418,0.121121441897673,0.103523349693214,0.180509977864795,0.2654145081226,0.0841750858266069,0.124571063508836,0.106942749184071,0.105790664689796,0.122002090388479,0.144759130270055,0.0780219782876826,0.173167175449676,0.0993274541622074,0.121398981077971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.324479934590682,0.159933339711327,0.11530331006177,0.208063825472706,0.28095658933254,0.188030801918506,0.131967538003655,0.287421374443433,0.0987034462286409,0.199573877678938,0.132878491965495,0.178676215912519,0.165202411278473,0.153678322584119,0.210179726723024,0.201226976262095,0.126633438666315,0.229986912790851,0.118145588146141,0.107318229917245,0.20580047586198,0.128895623490178,0.118183976073151,0.163987672116493,0.0975298890599128,0.134407039230392,0.156873038603343,0.123887837231082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.201815117688999,0.180484303019156,0.127279585476074,0.132051085049775,0.161389208383638,0.126190118764799,0.330380460649736,0.190851947202962,0.210791597041498,0.15005452951999,0.109304348176952,0.102542043976658,0.186447610915254,0.190366526726361,0.331369807148519,0.170520344799938,0.652173373661425,0.12309057671933,0.117067221927087,0.155819916841992,0.159224828066931,0.12347577071377,0.213688649528733,0.251670570030778,0.163846944492131,0.104338819491678,0.120468755379034,0.117516038004613,0.123885964618676,0.112780769750449,0.125510090965263,0.100923727932966,0.191695542117712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.179541225229399,0.209397642940571,0.173821599568997,0.203198445165542,0.15198916267257,0.128998692348941,0.137767685336976,0.154366281632524,0.119921092106396,0.14240052495677,0.16650409128043,0.107887229067757,0.156531293538862,0.113117719765404,0.201004989343132,0.239355279055873,0.240134204858041,0.135250597837213,0.149260035178415,0.164398749400601,0.188658346843892,0.11588211543109,0.169192889914619,0.182692897518228,0.188985266761108,0.264396492396821,0.164651679255158,0.21509305139043,0.148665778427627,0.159029047908951,0.156005540650917,0.17838481089213,0.143031686182473,0.177321369363147,0.12630063238752,0.13206679466843,0.157821271145653,0.143248566244355,0.175723358867226,0.172210799414217,0.190372587752923,0.178089808097807,0.152788803757281,0.196735786183774,0.21087154217465,0.318397376107044,0.173711577129046,0.255463423453417,0.176788948855003,0.141157390182223,0.201949218508202,0.155540020355763,0.148629161386697,0.209597259193871,0.146346426709182,0.163647349157258,0.165177838035012,0.145527751841704,0.165167313530604,0.178139789220924,0.165631854296896,0.136079480858203,0.321179557074859,0.146268806121919,0.14744423990447,0.32913353837729,0.150055125101532,0.259789800909078,0.198096866540944,0.180487822552548,0.178660575221289,0.174012398735053,0.158815541748655,0.160924053666526,0.159231271202438,0.17766352403206,0.243025945931004,0.572398501852123,0.0991630358702703,0.21344824562355,0.142339027428359,0.104057946145483,0.136300303908884,0.161793601477088,0.1234485165004,0.15588218409579,0.162719085913055,0.15011221253728,0.198013168782951,0.187891668656084,0.116967064152679,0.205277073565587,0.255612520605547,0.229954590551137,0.125048054325373,0.163669424315689,0.135211695978872,0.468615999363013,0.106059877971854,0.137604064443863,0.17713838872694,0.214659527601963,0.159291900440034,0.122000992829485,0.20590860672147,0.178752964615938,0.214561177024731,0.237832835408572,0.18115921508228,0.229293647815217,0.16294845013521,0.158754343299383,0.258660784827553,0.176419896301935,0.246375945010445,0.210375858522051,0.187486676833478,0.139015761562914,0.135879286669563,0.149604118482241,0.133332173454875,0.168570120748581,0.205770747689748,0.13742733068211,0.207714928744639,0.235415391154169,0.109426193888439,0.196681154812037,0.153358587470802,0.141665348842739,0.238803973835557,0.145164759773493,0.189971622611449,,,,,,,,,
23,0.100101979274059,0.168666504828063,0.134810836432815,0.192742840314301,0.165375029986654,0.160361515169874,0.173421073116437,0.151901623743328,0.0961851980968259,0.238155403059324,0.154569656104961,0.131636546847787,0.11276770748741,0.128372649045485,0.328553459073912,0.192550333715888,0.183456192681466,0.139205629654936,0.195923455362834,0.267679963891015,0.107759168299384,0.139802714399024,0.252367725254679,0.109119360693643,0.198888851256339,0.081859662137034,0.133623597915363,0.129424315454132,0.294352102804785,0.131356943100059,0.154833394719103,0.15235555866223,0.120345647137192,0.0822616450512603,0.121888419519817,0.106596778993744,0.159636365526448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.159147929758431,0.0871820684323097,0.115374045486171,0.227132768625946,0.155087686989174,0.16019002676124,0.272425688329784,0.220198868327235,0.132639451369672,0.20513879535348,0.193543788471733,0.10323575036398,0.246583191358712,0.182383033227331,0.129650288313649,0.124738073580276,0.15623284529245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
