Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131,Probability_132,Probability_133,Probability_134,Probability_135,Probability_136,Probability_137,Probability_138,Probability_139,Probability_140,Probability_141,Probability_142,Probability_143,Probability_144,Probability_145,Probability_146,Probability_147,Probability_148,Probability_149,Probability_150,Probability_151,Probability_152,Probability_153,Probability_154,Probability_155,Probability_156,Probability_157,Probability_158,Probability_159,Probability_160,Probability_161,Probability_162,Probability_163,Probability_164,Probability_165,Probability_166,Probability_167,Probability_168,Probability_169,Probability_170,Probability_171,Probability_172,Probability_173,Probability_174,Probability_175
11,0.175015594471572,0.132148105794684,0.115195177863191,0.127993828702408,0.11101546647017,0.183633844011066,0.108441416366391,0.0858760121577693,0.105930896523535,0.105050179944246,0.217912266012389,0.0663927117932335,0.130462546322181,0.141025444623572,0.215396369344328,0.106661154286964,0.120899710402571,0.140703141247563,0.175001586452451,0.158722638973041,0.121170530909372,0.128752835318083,0.123430920547668,0.143544189040348,0.163539549649681,0.145740249694285,0.10507136931688,0.109555636408585,0.127809923200212,0.13467081480384,0.15106879145773,0.117989439400157,0.271004264667766,0.24966920341893,0.240208755249428,0.219599582838999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.285372669275973,0.260424773435767,0.189181996633864,0.120195264320012,0.299207282836327,0.302546645072127,0.308094652683124,0.270067417485746,0.251013242576443,0.294498464881368,0.127370790427901,0.121168097487739,0.31531188623671,0.107135558690323,0.120262875863365,0.177229919699348,0.0828381442517514,0.251582264304309,0.116059365102436,0.214319001674555,0.114948730748317,0.278379440564815,0.230204151447409,0.143676122054381,0.141899451713833,0.189012512894494,0.261366840959841,0.149901383559763,0.147057577267638,0.301638834327421,0.256542082877187,0.386323498445981,0.167319719990648,0.107491261132501,0.196790908582251,0.356604671847189,0.212566110299525,0.110551293978383,0.235256339667858,0.128340406530569,0.0715288053386477,0.130993467948445,0.126083399693255,0.123144721569972,0.0590101671410627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.232286689850476,0.242506703964041,0.233540223988291,0.230067669758919,0.271156057190207,0.117394127320234,0.176463772654037,0.123675602507792,0.21709888676317,0.214860928487022,0.163483328493172,0.118093591899397,0.105847613888131,0.114964990959063,0.225366808631322,0.306956689672725,0.138323346889186,0.312312907675094,0.148474927185216,0.146951203574572,0.14369767707063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0900067284459481,0.118389471153845,0.132476421041755,0.0710514995023271,0.101865690923681,0.10497724388847,0.406779007012192,0.156971472632118,0.0916955294504654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.136208938559193,0.126626996052533,0.1262797868813,0.139371532009714,0.108196686888198,0.227474536200458,0.152667257890527,0.125070024099133,0.102506272709917,0.1365445644533,0.146915863813362,0.140902568710513,0.12076893885307,0.134199850934648,0.168738018559753,0.0953399023299929,0.148325604343397,0.122419297407306,0.141052708688634,0.161030535332966,0.170788811304246,0.186757318911198,0.12636679298888,0.11702414680988,0.150669915313101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.239900058263416,0.157481115984679,0.131937879392609,0.155088000613177,0.0965917245887878,0.103676761564221,0.123576608537933,0.116935203768689,0.270077306244922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.130644985314475,0.130513420330331,0.209063008269221,0.209302046170261,0.0816169475777955,0.158868731438327,0.124522147391543,0.300285670996668,0.100060039037374,0.117538051357447,0.172544529796879,0.190584707356752,0.243923801033935,0.30380347508037,0.186530715695201,0.294374351895943,0.251664670375805,0.344683121205658,0.205287006778091,0.114217812400407,0.256733710916912,0.131388568196676,0.124370762099836,0.173193450004005,0.14633333875329,0.260136611899143,0.277887420188023,0.139853461873889,0.123747577008509,0.127534037118506,0.159628736097998,0.113187162739903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.124145620101927,0.0980818554558652,0.123094238283543,0.145828079446595,0.115469820892327,0.0958197038491135,0.217203365981065,0.110190438035258,0.12742666737593,0.116750599772843,0.104801665077749,0.118166962015192,0.120054021704233,0.106451109753644,0.113456567991998,0.100262010343926,0.110709338240293,0.167736715780659,0.0889832616709889,0.129713720564684,0.147765350191326,0.140842213618685,0.192213759102561,0.0994395155009553,0.206175536048795,0.13454848249107,0.213000431472386,0.104702680972266,0.146273072729341,0.189692613309986,0.099373312918364,0.0935836557530276,0.362697594208969,0.0869700298683051,0.0782320733832975,0.106021414631028,0.127699840048917,0.0959664804586449,0.120084260523956,0.130006080013873,0.131592377441698,0.129811370268822,0.188690757950481,0.138390566743038,0.118389936744665,0.147449187592496,0.11058199186355,0.194412791725703,0.103716972861496,0.132108770221462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.110910353434227,0.228046929624622,0.184862143822684,0.162085786183595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.131249774968268,0.189472528992843,0.103437531252033,0.221796279224884,0.264998451607778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.256445819513419,0.195599421270998,0.119433161747677,0.129212533225188,0.469072813491404,0.177337812650599,0.151417385993522,0.149639467942648,0.141701219564346,0.121819187215471,0.116405696451458,0.261923805487394,0.268829680061481,0.0885070612604178,0.11284540724004,0.123511301828823,0.176362617889358,0.255382573696441,0.0901037411113562,0.279963584887547,0.1482577461327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.271883697846624,0.0811207571487612,0.107511141689234,0.1056689159505,0.144505570097424,0.0952077969952026,0.162734331883181,0.211921538777368,0.192567455825181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.116528820992015,0.1156602281815,0.188709285731138,0.114727918809408,0.145322645946674,0.149708257378524,0.129870029961074,0.141559070671848,0.324388234103465,0.326232689535612,0.109660717767722,0.103283716393898,0.167174694665349,0.276920067787518,0.199091299054291,0.174028582440769,0.168983772485226,0.0976431459067194,0.271385575578828,0.208420879744993,0.207169641387469,0.17951080395688,0.138681531408219,0.190438056297494,0.141640462128375,0.159378037507446,0.15059715777663,0.176851335762631,0.0931975263607088,0.167391516765878,0.121985331315339,0.111019259111341,0.207393210932189,0.256999159256107,0.25816061304453,0.189561226244786,0.169692555726164,0.20706727980015,0.170516098213739,0.0955073650724982,0.185458191271412,0.179266396224954,0.144889085121214,0.10884605564792,0.123269738220948,0.21403666921025,0.164564843780596,0.179706641542294,0.201164368133183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.143909141264317,0.115619509732752,0.187632381054047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.087166868783162,0.356435410058814,0.231060704150221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.184916822227051,0.133054749367619,0.116527001970294,0.211417163996632,0.147991161424465,0.139613318554159,0.173547839837681,0.189440402754592,0.211116846734446,0.216314184071028,0.347092692653567,0.0873459858578563,0.0987768803691863,0.240819399883111,0.150474313241976,0.163523216289661,0.115553212635229,0.152636690156388,0.159738809430088,0.118862730181681,0.212601351720523,0.143570579593391,0.181429087467061,0.223580945061465,0.188174454278299,0.173615069201304,0.150086952036267,0.163561600659323,0.0954528727876266,0.144717251047814,0.14599802894226,0.257133604681807,0.169929667611569,0.18702795280648,0.18426135489666,0.16905142019794,0.232794673947344,0.241589566465367,0.089769283500593,0.27797184200165,0.153713470285391,0.130906779145682,0.223624846512687,0.194430428004442,0.133391930669149,0.15005681050862,0.169761584256643,0.101186069076099,0.134669243258745,0.183503048518103,0.115431278062357,0.185771390468758,0.160962176377352,0.212463589227941,0.201818203858279,0.150731508434063,0.125163446081988,0.144607560676351,0.122154464310856,0.15164875856104,0.118754003171876,0.129283782506996,0.186248248466786,0.178636101048248,0.114536186736156,0.161231954873897,0.137615828577945,0.114904751904044,0.196500498914823,0.205549243020318,0.120556039324369,0.123280859380583,0.16937049487201,0.260554833829631,0.0989514348045724,0.168581484422214,0.168792970483415,0.131215841225675,0.307222269203902,0.208009754026306,0.254071423947485,0.200177285936107,0.167311968003505,0.242262423994011,0.179161414013503,0.160407578625582,0.213175779094586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.172447237195153,0.111015996029566,0.21631114908168,0.274267069437205,0.225724632618428,0.119157725331699,0.20296122431943,0.263500416625879,0.113013860160625,0.0933375991201567,0.144385520401865,0.253180771473913,0.290696893145526,0.424859161336011,0.311430988810411,0.176627688984943,0.139290964110868,0.135805536059463,0.267990516089162,0.358737652352604,0.305961219350222,0.365768354098114,0.213663516734297,0.353769116460597,0.303424823715349,0.180167169270738,0.393534294541816,0.422591071163924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.15394658903817,0.154716421779211,0.129905045316729,0.111736630985272,0.193284590550983,0.130900900059252,0.205324834979008,0.0971705564324619,0.0807286517309933,0.234369989181193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.147505210912678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.425616908384759,0.553864161029869,0.469948336316712,0.281993442781203,0.262136877587682,0.271801381092643,0.263564422586035,0.275356966306243,0.354125798905007,0.196982508177801,0.131087107802354,0.237014473701126,0.208396143388558,0.423915614803444,0.359248161775248,0.270780194427334,0.342484480524417,0.0970318298355374,0.136621294916663,0.103069315023761,0.312299551737212,0.220261135976753,0.0928622756762805,0.235725091979074,0.357310047335822,0.260097054652332,0.235415914981244,0.343014324206598,0.0900630181263278,0.158819080773904,0.100912122733047,0.360405282957823,0.306646537710008,0.327782771749653,0.295343726855754,0.296078137515602,0.19259776644984,0.270936469080154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
