Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131,Probability_132,Probability_133,Probability_134,Probability_135,Probability_136,Probability_137,Probability_138,Probability_139,Probability_140,Probability_141,Probability_142,Probability_143,Probability_144,Probability_145,Probability_146,Probability_147,Probability_148,Probability_149,Probability_150,Probability_151,Probability_152,Probability_153,Probability_154,Probability_155,Probability_156,Probability_157,Probability_158,Probability_159,Probability_160,Probability_161,Probability_162,Probability_163,Probability_164,Probability_165,Probability_166,Probability_167,Probability_168,Probability_169,Probability_170,Probability_171,Probability_172,Probability_173,Probability_174,Probability_175,Probability_176,Probability_177,Probability_178,Probability_179,Probability_180,Probability_181,Probability_182,Probability_183,Probability_184,Probability_185,Probability_186,Probability_187,Probability_188,Probability_189,Probability_190,Probability_191,Probability_192,Probability_193,Probability_194,Probability_195,Probability_196,Probability_197
17,0.216831431871386,0.321297837247816,0.434178376872757,0.280580844357422,0.367418546309557,0.284462318584055,0.207091853148723,0.246784608469414,0.423840511798071,0.152013854762201,0.276604310938632,0.381737678252166,0.39210426874381,0.387705789815372,0.4050780223995,0.365681658886137,0.360363009616082,0.454309219644891,0.235198578926377,0.291536516108357,0.114075638032963,0.184228705189215,0.148161968385186,0.236935091526357,0.115016649563032,0.362244308283624,0.223132304304064,0.159377901768865,0.156321246191942,0.171073753667496,0.221590813142668,0.381105069252121,0.325831635919943,0.287774186639078,0.366823121806933,0.287558592246303,0.281290219415928,0.148590725249627,0.426714557738051,0.382233994275492,0.347082384246265,0.307317409471315,0.190277121045997,0.232227874039315,0.0912686421122031,0.106123859166839,0.272331540877462,0.29457834498009,0.209912667499066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.157328175645176,0.196647728220224,0.172099900118089,0.204654869965365,0.254410636188949,0.14538035204705,0.194898741682421,0.146066100324657,0.121207965127663,0.129824439748542,0.200074330369916,0.191622985718443,0.253435721447385,0.354543525343301,0.270092011919628,0.293647603496484,0.45296885934841,0.242548010862472,0.281635819462967,0.284030015442787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.358568356515762,0.266552737397683,0.132983395158555,0.274071537944231,0.184340882482718,0.267692941629322,0.260425504741086,0.348136513909041,0.215908215548608,0.151884076995882,0.179105923032291,0.145871541173678,0.154746033978974,0.187084455637363,0.206261515418218,0.366106482834947,0.0887937821220116,0.165273005094131,0.329334395482989,0.308603310879997,0.330463358889971,0.150108277260859,0.152430028092075,0.192928673361024,0.191858126874348,0.116610902620748,0.204283130418214,0.314945326497485,0.135507865693253,0.137648023311683,0.190627722648614,0.260892477645165,0.180126315204251,0.126659185909818,0.267978997657528,0.177819643850979,0.254697215322574,0.164512676805516,0.381342952313327,0.140037449289156,0.267125134482118,0.150430564474912,0.233334002980867,0.161422526563254,0.181318299652907,0.301445291897982,0.309202125369034,0.135441591504014,0.273746548685399,0.345120065454686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.200566586940966,0.157018349961491,0.138895023164107,0.221664914791122,0.162809488634511,0.206893225125106,0.233512590719197,0.198345163685457,0.11702971061256,0.18303232525757,0.153608326154626,0.25460217926954,0.0965124510010633,0.134672185550004,0.157159568384148,0.267276352284191,0.313374935577759,0.151735282684327,0.345235244054163,0.3038863658227,0.364359762480869,0.15019321046273,0.242752369007557,0.179774899187576,0.138079708955193,0.132747541953466,0.203172352159215,0.221812728232448,0.23702490021541,0.170576577087566,0.234601854033836,0.182595248529909,0.217657852354029,0.198287927629031,0.214029505811668,0.160810252793455,0.212573023769789,0.124093555473197,0.143407929948402,0.282010802584394,0.1029938156836,0.259281232047619,0.244099284969675,0.232344660703187,0.153207436814931,0.196772783047527,0.22116670985392,0.153278032418123,0.160605181763988,0.227816356682776,0.116400045316527,0.23560025649627,0.273910137257866,0.213160547943145,0.18403632883027,0.240700221745881,0.131725747993324,0.265261958128233,0.158700262503094,0.188120198187297,0.112558719498239,0.107458302819002,0.132830188725201,0.105667221423203,0.108865899523696,0.22459591525925,0.119234372465413,0.216885013691902,0.139958119563314,0.266921018659583,0.258978842847355,0.317322976433712,0.128613773956282,0.253517714544773,0.294969708196357,0.14752603637446,0.24382279302049,0.132106051625961,0.197883290015729,0.14803559040887,0.258834377617898,0.163114091736564,0.143263078048823,0.189618851931168,0.216314492198777,0.255453091961318,0.160758839568135,0.117451012881645,0.274420861734562,0.148647781953194,0.181001969115001,0.211064348616615,0.218483860867221,0.273456933141008,0.148240482041198,0.242568602533593,0.252150322556279,0.183095610370203,0.184649607496651,0.3040033888732,0.233911698720672,0.314594450553971,0.181885872266795,0.18884302128083,0.202488719331973,0.173907139623372,0.180650160889912,0.14249790078194,0.211361794469333,0.252465530858923,0.17444433432161,0.265438285470497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.210495858837577,0.179805758837913,0.197065248319191,0.13887388970115,0.143000552926251,0.170110896910149,0.190492108617963,0.179213611787512,0.134760149370448,0.351468603923323,0.265281241631214,0.154812221902255,0.0824646534359876,0.181125357990512,0.210314330389759,0.103791439177989,0.17553723825781,0.101058349654883,0.181484868256569,0.128517292365154,0.285645473380157,0.184524764072027,0.254887761039986,0.244425919292031,0.241728915811133,0.134307279727053,0.138279658708973,0.199148689444395,0.237386914263251,0.298392515585662,0.184295190746114,0.178516478799415,0.253895902111761,0.196148662423094,0.189441805584071,0.145792744030568,0.220262605860239,0.171524073121072,0.162481661331341,0.136624938076238,0.208579879105016,0.105438674398482,0.239610476304673,0.120459990741134,0.296810502371219,0.109703745732634,0.310611058886391,0.283495136064728,0.153424989642067,0.194627942497746,0.27274078527959,0.225484976701889,0.205856110305489,0.249281362892028,0.1940642270708,0.108076326863246,0.176903956596824,0.373071713815547,0.13140602973005,0.12476349711467,0.108227537217624,0.223294032674026,0.217984703812663,0.185906993399208,0.205814000884281,0.185694022979585,0.367420582194427,0.161210656636889,0.198815316705836,0.304774156347159,0.310087174833942,0.282670557772716,0.217058355407681,0.188317374760233,0.184651854758305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.267902053685146,0.166954079052654,0.136356704625253,0.161075311745718,0.163939515996899,0.18866902804078,0.14173401421715,0.168176634533037,0.271794991013203,0.113388040392586,0.164878101915827,0.182300665201205,0.155904468055832,0.168706700733553,0.147052792520105,0.166891492201324,0.18201587555188,0.186655067827076,0.224911057188654,0.190635171046641,0.239638137864677,0.164318447903691,0.235291648616816,0.185494578722393,0.116192193189371,0.122306033889233,0.201352158443739,0.24355791008985,0.182296530938757,0.285004823813603,0.184371354077634,0.153728927282752,0.173364600617135,0.277095172906386,0.141488133570621,0.226312250629314,0.189827317603885,0.482430058994731,0.175048557907606,0.190399533017683,0.161653006379845,0.172644640533482,0.207553877338719,0.192073309514282,0.123959295489123,0.192255908491825,0.190644271837697,0.181791228191753,0.190482742852083,0.174624131147689,0.166787133896853,0.122270834545644,0.177992373715485,0.250086908980676,0.203882255997259,0.178019210254389,0.256724894654238,0.188303305610214,0.144680939530742,0.203483139359131,0.142234363312362,0.191283212221654,0.206696467389771,0.267236112895167,0.182697002255358,0.27907034410382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.173421251089307,0.164346632106107,0.174279443141484,0.105445912740287,0.16225374028404,0.180070311236478,0.115894610097187,0.167652358770223,0.114663398184849,0.191240113830814,0.113941291534581,0.142575536060332,0.173607757273816,0.144315367382969,0.176862259815596,0.149211388678845,0.237775447072884,0.230116270629082,0.124118587087188,0.113009522845088,0.163236038202657,0.190982674601878,0.204117002728341,0.13238066442906,0.1451306303528,0.119211620737045,0.145809920466733,0.133368080700481,0.159230297331749,0.123987966138953,0.168333272419438,0.241387733832511,0.13029905967733,0.220779136000631,0.146292955720272,0.162166776352466,0.138216802428435,0.168321330249431,0.233966764616159,0.136721872594993,0.164942369235052,0.181498361295125,0.176012944428828,0.201618888843002,0.175257401399525,0.156726237462216,0.131635257855818,0.240034281283863,0.127638897522826,0.119281741599767,0.252453499716761,0.202489622480871,0.145576800709161,0.187804758109002,0.134691964884364,0.173973877744422,0.224395352117973,0.289063040926754,0.204149761803904,0.171618631296362,0.215227781835369,0.101762077516718,0.178485269019108,0.143004240139291,0.140579043817121,0.120946253122392,0.136842439721219,0.210164819618035,0.179549083326931,0.193013174503163,0.18458588622163,0.184006535121141,0.113604934978933,0.408937513150964,0.117403708031803,0.153212343794071,0.156404433938675,0.133005549605157,0.153212268217546,0.160934592753742,0.109168527885696,0.157585851917089,0.109490112450021,0.144334132244584,0.182760658915118,0.140328826104901,0.132807649161293,0.223070402656346,0.199689880250251,0.163650108823599,0.123738230607261,0.119699951355218,0.152306362544037,0.152390340462111,0.163772597533478,0.146775840789911,0.129832411606268,0.18674464367814,0.131507945712477,0.184923613433736,0.214436279362238,0.154639010290447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.431914488387269,0.212574015583783,0.104789170091559,0.132370833347177,0.267289886904553,0.200177612080669,0.335108155009512,0.34662574123587,0.208940208182006,0.441912575078341,0.155689225427611,0.167213735478087,0.136475012568636,0.37548866864933,0.278374623424185,0.229144155681781,0.33243053234564,0.109042212304901,0.337378942788262,0.245008122928817,0.199241002108737,0.359139330128209,0.352040011776994,0.111728704606068,0.194962333660316,0.17641985432248,0.411018959903882,0.279132715134393,0.309536082985754,0.296683175417754,0.181307595939222,0.402985394808829,0.478098307921793,0.320023379552379,0.390737204320307,0.366713015399556,0.406666040384207,0.203485650370174,0.121230420104286,0.240067278585855,0.254412889016426,0.454774028266707,0.410622601718854,0.338658283478682,0.152511081024204,0.174789251246048,0.150051404107043,0.140390643832363,0.124424369258935,0.300679967861282,0.330118902025978,0.398858125020751,0.45685960160414,0.272972216193278,0.284651611275788,0.456210461964805,0.233461414643575,0.215242838391065,0.154203600216369,0.131884414921866,0.415030135512664,0.21846686498479,0.438106146023482,0.279356116693003,0.320830956058805,0.200262478590963,0.298514111438194,0.182810306441144,0.312862753465411,0.486992649307692,0.314077453845361,0.390056437361105,0.432671057853714,0.202431255997478,0.224260229986045,0.537736687346229,0.285910997044934,0.533331366777601,0.115403506078751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.146058728001342,0.458025566443311,0.125270131890866,0.0988384021346186,0.166889087171237,0.132450433671595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.122636298098452,0.105678934408559,0.143715003307326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.139756866059853,0.176946558910071,0.279970558260213,0.275649214817678,0.227965236151653,0.234989459852045,0.2725944247502,0.258217722462958,0.220245795341039,0.205034321507555,0.271330411810988,0.343614916707256,0.117732058940234,0.279194587552397,0.167233013029755,0.295978415289694,0.135185439819762,0.271707678260224,0.141313881440024,0.203432330295885,0.158569325780213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.614268714038315,0.167672490561874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
