Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131,Probability_132,Probability_133,Probability_134,Probability_135,Probability_136,Probability_137,Probability_138,Probability_139,Probability_140,Probability_141,Probability_142,Probability_143,Probability_144,Probability_145,Probability_146,Probability_147,Probability_148,Probability_149,Probability_150,Probability_151,Probability_152,Probability_153,Probability_154,Probability_155
11,0.362728284999773,0.190764688884474,0.174869074389945,0.14393555284997,0.1690682875514,0.157250317984076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.24592142823221,0.254944249682315,0.162021300620647,0.108761575123874,0.300468748901242,0.16406811843633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.139219767206317,0.0981530251597994,0.209929950271194,0.229627430894478,0.105998235868852,0.21839065138524,0.14728192073583,0.114423472288175,0.146533397215873,0.164023159584409,0.150686278816915,0.117908748052731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.205130229235033,0.156124084493252,0.133465857394753,0.113888044296384,0.175154179149233,0.186286129299983,0.136776387178677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.217665942414624,0.189850721153981,0.300484093539949,0.23323420338975,0.223757764431503,0.249028886527372,0.277607296340823,0.283882282181535,0.150492537310598,0.0951174093008585,0.154804030457916,0.177262654073592,0.142996003905156,0.179944142305128,0.213302609576967,0.18146363569295,0.174468824783687,0.130185937495569,0.215281255669594,0.0842779669703701,0.142056278280595,0.12217028082976,0.123251192483051,0.127973303221916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.128293579751696,0.131412384138433,0.211313360995115,0.143592365846893,0.124604821917061,0.0915714004329563,0.104673229967287,0.257166478761646,0.108849771530845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.198712298639286,0.134958895198816,0.156113691906256,0.119640995478647,0.221223320729757,0.140773652030559,0.158918729639088,0.106209877770935,0.193693842138665,0.150715298849746,0.106410356784849,0.14541007247741,0.185690778455878,0.140148184201539,0.147596928843028,0.0885880786328465,0.184106914466724,0.172618033904662,0.276478160743841,0.15625958450155,0.188169524061926,0.113891293516208,0.226333585510528,0.190615578566659,0.112369008013808,0.118095189474365,0.112680801446408,0.131875825186246,0.10104307895413,0.238660580928248,0.116411741418029,0.119401748257997,0.161986284621579,0.121284758563522,0.168627777954198,0.179080912395432,0.109477374179951,0.122352872429534,0.122781493459162,0.132688417019422,0.229048482026522,0.134773493952155,0.143117004206377,0.168790834000073,0.119911299879731,0.11107738226783,0.20660221749185,0.0918294189899778,0.109267435091963,0.106388047340262,0.238969439610921,0.0964475608333231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.187478665014458,0.131553645259463,0.0781434131194372,0.145993146875251,0.106348895737844,0.0913625883299289,0.14833617874426,0.137208225397725,0.19222468893415,0.271151200780535,0.0979934295070181,0.100679055730493,0.20231215730177,0.293285241058274,0.155804958818632,0.170833283005525,0.182195520854639,0.225670648910325,0.177616885465456,0.0875463425731107,0.14449398390285,0.106586356498824,0.193994656040013,0.144399613009779,0.180661364331199,0.162953581382756,0.230618088713188,0.16049978716038,0.145671324628383,0.159078794781581,0.108118944109265,0.174077423483915,0.206215846723416,0.140757985382492,0.150151840425121,0.167309438790404,0.206840984064123,0.118727863554557,0.16208140320145,0.176609716517237,0.169849221120819,0.179693070942419,0.315544457448253,0.213508752712167,0.203672731509853,0.17608145383387,0.217191602406275,0.149154803090955,0.217364202641332,0.183533512642469,0.16068065010557,0.187354989212488,0.220532809345594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.227546072215889,0.196664198446161,0.136830771978957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.103069336153598,0.138021154299503,0.131051962353222,0.14044815164547,0.251827953241582,0.257455983868725,0.127962946166458,0.187703865038188,0.139434233915425,0.096447522578281,0.243855264241032,0.190747849977739,0.184209032843223,0.126475492807054,0.117757803718314,0.157727509212566,0.127126536684071,0.137272909763229,0.100223449862998,0.108396321156667,0.130021464534733,0.143902746479184,0.110827898142571,0.201466466908153,0.209755035726018,0.214925401313769,0.162237603826584,0.118826982402937,0.148813184913309,0.198608035211657,0.121854399422244,0.162223911696991,0.156715658804282,0.173402471114001,0.182752928553323,0.157367931685163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.265916824754993,0.322301802611433,0.166831593945039,0.132957639805502,0.2150676001691,0.105956333100012,0.151442340207555,0.142993572020506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.155890734794751,0.101196518339511,0.174168286403258,0.117075557317092,0.214056082689578,0.285543708402516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.156570819898911,0.0884220413058182,0.155125606340212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.453187927045426,0.48949455581059,0.435792873467857,0.142493120077803,0.344878322158374,0.156687205142811,0.337837018402176,0.304112969076184,0.271331098063904,0.331819509890495,0.126107834009974,0.265870373836618,0.258115779702547,0.384428209457759,0.336669467613318,0.252256277359277,0.157189024899086,0.291386519087896,0.215115972612775,0.17047015343162,0.201149071385093,0.16846579894327,0.371009304011874,0.372264789495651,0.396486295132292,0.443884645424152,0.262854526958828,0.112492409524542,0.135077113431694,0.13985790947476,0.0803646766010237,0.143560875098396,0.360129450568355,0.340122994594521,0.116016254571008,0.35045557913546,0.113481700795624,0.181982712382791,0.217718002572434,0.168544890440573,0.264890846204072,0.186298193755508,0.125062487296766,0.196485284173356,0.207065193543049,0.160247414433356,0.10455613015692,0.204247680079228,0.379860952482889,0.378505925376823,0.341829431848866,0.234359062794092,0.128603683516194,0.11315152277928,0.333909049526189,0.0970844631946594,0.299656802397437,0.109809639328219,0.143738289877827,0.145120630802455,0.0932565480066821,0.193091155207769,0.402502938057577,0.35887758334509,0.182896851896111,0.223866761188618,0.163548759290865,0.247490368398229,0.143421915061202,0.115972766428664,0.106322433459611,0.357254698344983,0.129216955852408,0.195243790165716,0.189918980579252,0.37693572287238,0.140913277664663,0.179921367014984,0.189357111979896,0.386837208091761,0.109456336654345,0.26555056300793,0.209472950558355,0.226262602771493,0.335262342060018,0.10210574870113,0.186800699500748,0.087897549466794,0.325016740764199,0.317628530460054,0.467696993024133,0.307677868493655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.124286311759321,0.145725456852081,0.121252709968273,0.141259757378428,0.0988530257723298,0.0886501000742633,0.0754652964998624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.1952052140529,0.131282946447412,0.158136503687497,0.129321270654169,0.258694364228956,0.215708301524259,0.377724970230867,0.143898986837574,0.212280219230325,0.230656442961302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.710446079768146,0.461735681041408,0.102781563378721,0.734102016891237,0.725891506366834,0.0674447169903989,0.0923500918582085,0.0848364346286168,0.115990719347485,0.674327105384459,0.586770597791679,0.390203367285081,0.721022298060834,0.705549876101955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.207243746730759,0.114260233226917,0.138440244271265,0.151426067987928,0.109573828160233,0.1259539985694,0.138128844679188,0.220082710882637,0.165054962574311,0.0932492229301064,0.168031690025042,0.128715850927987,0.124307195435778,0.164994213403837,0.129166156055804,0.194388211293075,0.208436109675414,0.220903343643665,0.192399776442794,0.26745882614943,0.14858205460145,0.369732398831301,0.0902726043241465,0.101752229783539,0.258488086671664,0.155616061142138,0.195382088853258,0.168919370950586,0.113002012075416,0.125537220100135,0.178271499227603,0.183551732415339,0.226871989298834,0.188815914934701,0.167813512180969,0.197722713378885,0.117790427462099,0.120154322558499,0.199545521327239,0.151448710793046,0.145789706363481,0.181349041746927,0.184359588140433,0.20383854814537,0.118810605821527,0.115291475498104,0.0963597712438169,0.267528632980447,0.148640363540934,0.19851215586161,0.0904580267906602,0.194546741802236,0.158834138708677,0.273612798918164,0.146886147392036,0.187979590794743,0.203312994807644,0.141513642168864,0.182282166840773,0.120543423057338,0.262155706630661,0.32875577284234,0.282927403053936,0.207938812149642,0.121656561254603,0.23540866491956,0.147311620483008,0.15627170896648,0.232644110351007,0.152187250420445,0.164342592088193,0.112058402728806,0.194659395691415,0.207124333909289,0.120825738811119,0.246142697620791,0.169796602790675,0.238829312812936,0.127668197519771,0.172886645876997,0.0987074391072169,0.120300315702484,0.156615161813187,0.123803033687403,0.216653835450432,0.199958713592568,0.196458968227422,0.180367834420357,0.134251304221103,0.230717197398448,0.239543489962573,0.182511054261461,0.145492416037856,0.124987055501061,0.1207553962403,0.161646753804777,0.111848804109515,0.16098575950794,0.15702653653607,0.218119687006504,0.137554545293922,0.17073194475709,0.104517950447378,0.0769022994016553,0.1419720567287,0.160588888907625,0.088807449068691,0.184180746231296,0.226157162824492,0.14094353627574,0.132523644644108,0.237715904577967,0.208751600733606,0.140092884606443,0.159921646614581,0.138476009347704,0.154936911710976,0.107323680505379,0.300909522186564,0.0847312294314208,0.143048289793843,0.182766158558606,0.230707081239809,0.176682233151044,0.138511145346622,0.140928863231321,0.308619034275199,0.214398997251879,0.295808344672839,0.101913660178786,0.197842692205594,0.165477299874059,0.120823585797811,0.17255803355852,0.252758352070684,0.123315639713342,0.109220930795325,0.109270449846057,0.214790490338513,0.233114372339821,,,,,,,,,,,,,,,
30,0.152281559130865,0.248978328384371,0.1939887423506,0.22097445865286,0.133119492767352,0.126490713738865,0.160132928412459,0.195058387550328,0.23576733766617,0.133128067868682,0.213670259010082,0.323389772725831,0.290227884748335,0.173052280084495,0.17470209998776,0.227677341812983,0.223948483757679,0.156327944131029,0.174044844110718,0.12654757912503,0.0712369417977943,0.109264525101631,0.110898110302847,0.189276688078122,0.161464594497428,0.272405744337154,0.264890021203184,0.262450496648227,0.148286393891829,0.218466322527813,0.212561675226442,0.127660732207947,0.146431518632128,0.222691349668142,0.272680727488434,0.308765967695556,0.228217116918354,0.189374644592341,0.245931322203346,0.192817025257586,0.167541254674265,0.138085898646689,0.196162231168442,0.212966798835516,0.157652090112071,0.211011870210957,0.238943041222996,0.194647079786677,0.131536811039967,0.154457595455652,0.120458209599996,0.221705235611693,0.2773654963662,0.12571344669925,0.127690780728637,0.308844010079445,0.115752257197683,0.355435845368921,0.318792832354434,0.146368387784731,0.150810411000134,0.228518480743201,0.257120449704636,0.241077938084004,0.109076901823061,0.222978518142339,0.25667043509854,0.107137070501329,0.148746556546429,0.111057367443003,0.184892585522863,0.137371144605878,0.150155375974081,0.107473700313091,0.179490305805149,0.120459740750956,0.149093469246433,0.171271188827887,0.124182219503906,0.108671346637651,0.15986742430306,0.254596820767931,0.178550895215565,0.200202723794859,0.123212805187484,0.226579720130572,0.229405841269948,0.383155348040409,0.199279807967789,0.250409077093902,0.23157896792129,0.238096423462162,0.281598256896353,0.297818316012582,0.213981435302741,0.322351888237906,0.249648083826527,0.223330134324782,0.220005022363375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.116352259618941,0.544334483190488,0.136828023955915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
