Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110,Probability_111,Probability_112,Probability_113,Probability_114,Probability_115,Probability_116,Probability_117,Probability_118,Probability_119,Probability_120,Probability_121,Probability_122,Probability_123,Probability_124,Probability_125,Probability_126,Probability_127,Probability_128,Probability_129,Probability_130,Probability_131,Probability_132,Probability_133,Probability_134,Probability_135,Probability_136,Probability_137,Probability_138,Probability_139,Probability_140,Probability_141,Probability_142,Probability_143,Probability_144,Probability_145,Probability_146,Probability_147,Probability_148,Probability_149,Probability_150,Probability_151,Probability_152
11,0.244129114326952,0.295855815069444,0.309412740343488,0.246880896130426,0.225363340015087,0.28961668060988,0.342510478329186,0.226855116893295,0.158551118283827,0.412846519756088,0.219625479818921,0.349164289848712,0.378643246562954,0.265469026214989,0.159482779597627,0.282548847268,0.217139092397305,0.20702719529352,0.270466822316508,0.202683137168685,0.239193115156068,0.267763318986681,0.353094652343586,0.178805841577991,0.322739348533331,0.189542054854941,0.464235261784955,0.228817583759168,0.228341477852702,0.21053667565708,0.143606043722789,0.382883693933022,0.236855904311181,0.418404919575515,0.327090480933575,0.374488453056017,0.219822957706876,0.249314409068477,0.158879228573609,0.374935687509919,0.60001237988632,0.244226323951308,0.344880775646114,0.486004407357432,0.302204289967385,0.215953650192706,0.339413958469076,0.363802396354685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.369369095341679,0.245913175374057,0.320878847703733,0.42307891232802,0.225033702445655,0.334550956086525,0.332316438476659,0.284239677286829,0.403371520165282,0.43881723518704,0.545082597227951,0.202158878423222,0.316175132163771,0.349851165763402,0.146717164701353,0.280070299419668,0.16352569081253,0.181072253358859,0.263054667208723,0.261904626662449,0.288890715373629,0.379384358383445,0.249437696127716,0.192430877762525,0.293295060124702,0.16899774908903,0.240580394451306,0.374791453647247,0.405724437146802,0.193633685683729,0.19467971949982,0.141681281759642,0.188288071065029,0.26423068767145,0.279153893073698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.346253831320194,0.201051246566651,0.179906797690917,0.170198279393634,0.194665402920474,0.210701229368333,0.3209956759013,0.16118346310011,0.166250054581862,0.241251096712324,0.205795639944275,0.283306481243116,0.288450707837382,0.266278943484996,0.222944236490665,0.168216089215929,0.294354469760784,0.182057492020254,0.281495002758316,0.230596562980302,0.202888056122264,0.203213121282497,0.279341143323884,0.278603438837918,0.188789548768266,0.155615139935097,0.268856697848526,0.251176769631202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.186130727743257,0.279454672695262,0.594409063476677,0.133997666704345,0.141553396948503,0.251921621859475,0.223476690427698,0.226831855327802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.208777662686203,0.21668584442348,0.147841281239444,0.228933306588063,0.245819464543742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.767762805961808,0.426737153113077,0.208542868043683,0.196221638304718,0.215496014133404,0.17031719758279,0.148578545423548,0.205301588772735,0.161701498750707,0.144597774146067,0.782425513627292,0.208172401645099,0.160230801858627,0.765343969102875,0.166112565383087,0.280221129885027,0.217834267721075,0.706902966519671,0.157150783096621,0.692357352466717,0.157770433820311,0.636165613617856,0.330832922301987,0.191801493094628,0.14287057346225,0.178523039428024,0.779337297722526,0.726179299766156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.205852805726004,0.221873136946225,0.180820349210039,0.163463219548514,0.218218972470136,0.191237932978203,0.203759696118667,0.200712889055965,0.217141147407586,0.154930586350743,0.20798791049247,0.215162232106303,0.29341870589955,0.43837241198814,0.210882131254556,0.253526469173615,0.246660144075644,0.376659792062587,0.433467817007124,0.251389486033635,0.251985775065045,0.297984787630283,0.200129056817388,0.265486283393714,0.239651658415472,0.257303791195213,0.252488857373203,0.353726399618109,0.264056693912899,0.278255984471914,0.221569014484666,0.187212162058536,0.175304465407938,0.195036143368432,0.207577912740651,0.24351132471237,0.222892713343702,0.383328027345595,0.134778553225407,0.462317611121799,0.254345061092386,0.153537578980029,0.271362211841146,0.202301246194458,0.15914891668846,0.178649302306481,0.409730809783946,0.245080240203921,0.224880074742635,0.147815549254384,0.124780316256161,0.242499648682518,0.155744989085482,0.232899181398628,0.263516395225216,0.199710868873334,0.253452558682044,0.241366892976552,0.230101072947232,0.267414056342374,0.255674276293096,0.296291752624443,0.267103599316666,0.244110822504997,0.240672028837868,0.232779113398192,0.29136046356207,0.213206642499912,0.281438509984723,0.227574380090758,0.300006273260606,0.172067979577046,0.20396440205339,0.25416524077513,0.193367807381832,0.213120979923386,0.184402418425203,0.264224960079258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.291910461890037,0.197763817434788,0.184153009471504,0.109494623899261,0.173236285357689,0.165454668115604,0.274454469945132,0.245527664521943,0.509646545054639,0.207592284749397,0.20895047984443,0.155858503021315,0.301971653795805,0.210599539635221,0.345137621179226,0.278248441419309,0.182004062055886,0.239659203205763,0.218163129192265,0.3443128339079,0.288953597301413,0.229250422376097,0.334912438965434,0.274647953005698,0.181405243585811,0.254110381222886,0.1770375759042,0.174997715234238,0.343297751181336,0.152736698540114,0.281237266031317,0.316209772588814,0.257596597300814,0.279051688491042,0.19506155763274,0.271576294709411,0.292713242678382,0.247748099020847,0.249058178287236,0.226326474187318,0.35116554672024,0.230335547183115,0.219538229792983,0.332806097830894,0.256490008035052,0.364853828099955,0.419074099026219,0.307194910834744,0.262731437260615,0.353040037738526,0.287839657650562,0.215884547806479,0.238531340315781,0.331572040451501,0.142117361254239,0.142441493738243,0.237988817865337,0.378942972740392,0.135458962178198,0.258020146728458,0.128256162966595,0.19618949329809,0.251750426095545,0.233342204721478,0.342213144877253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.18011729818529,0.307734424326303,0.167204105897284,0.130202112422354,0.194129547809925,0.279629684991471,0.409824998876595,0.432146341177328,0.387305122052111,0.460381817651757,0.197420870572575,0.25221495361076,0.242179445403989,0.365520986731989,0.175487813149609,0.294092812845079,0.198738357465142,0.316472212858788,0.128292885714348,0.232371308491281,0.369198933229672,0.273971712848617,0.258009254887616,0.263212343530611,0.191437205453992,0.255336831251988,0.241331232454808,0.301171920855023,0.303131813210568,0.371482939525492,0.211865121353681,0.312328467975636,0.235051545355449,0.30372224341731,0.202231347874397,0.289887157885097,0.198116408870811,0.182354398653779,0.212691764148603,0.181951431659857,0.259479724271137,0.257163252251876,0.299670936499103,0.234899039530998,0.178966668861192,0.276592254541288,0.273382775972118,0.365540581083374,0.473468359229593,0.289559337704712,0.214758877724252,0.206980015508436,0.233774772626319,0.210866270990046,0.154809723719304,0.271881578262055,0.306974248236259,0.189012052584402,0.302326174050552,0.221208804615001,0.20126019028281,0.26918667653999,0.172597304187337,0.535233666128746,0.32052988663228,0.387981494982259,0.272188029203587,0.33450827943707,0.173636431021385,0.267123355039515,0.345399043086401,0.333604801432143,0.25698328358869,0.394132375906531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.41574662081037,0.317998961994612,0.353300970809288,0.244890313439382,0.182298123049098,0.303334567914546,0.264932369003611,0.199116468411358,0.434394669727086,0.214772405030103,0.340589865613675,0.56553869812756,0.540674579179503,0.248797604456178,0.302899790030101,0.389485711461586,0.438735212800431,0.345474197831871,0.408229964564937,0.144754975498882,0.35865366740766,0.274380557081903,0.434331307276378,0.361947576411112,0.172247486683495,0.497313813173928,0.488861361775414,0.406831926606664,0.306264515455964,0.324117857453206,0.318057118626407,0.291776015509068,0.441055153941406,0.475637972560528,0.390867228603137,0.242057855514986,0.203306120277509,0.3622922097662,0.430129470210418,0.29090671354525,0.221964098915328,0.204070528749571,0.159701892118239,0.31611134828906,0.232165699467299,0.369596678179168,0.270877605236924,0.331087816404493,0.371920534094089,0.324918567370682,0.281145636930734,0.332078052552013,0.175307805025954,0.529744043895874,0.23086429421281,0.19507269806293,0.499711358414112,0.199347504668943,0.532326877303216,0.485125826605368,0.302035921464982,0.303471472928407,0.403079023823511,0.462781352830742,0.162778383012754,0.4019613509671,0.191673060670217,0.221818289146133,0.219746254748338,0.193645264207649,0.147671009647078,0.355789464231583,0.422417808447968,0.161428761597928,0.240491381409852,0.323917553335277,0.189174196338782,0.317719481659032,0.29420219745227,0.171420427635481,0.318929477998747,0.272876004342546,0.292151975099543,0.239812375438772,0.258694110063331,0.242520483381414,0.159297351157076,0.19368990511861,0.313051509074081,0.450869754865826,0.157586736586006,0.279310808073492,0.293292349406679,0.247623109552945,0.475153910785532,0.334999549299338,0.591156732933826,0.216798967523535,0.254810336545201,0.28399056435007,0.383378997944376,0.497166607470209,0.415924179708005,0.489236022082173,0.547760313596704,0.323369704416682,0.150748557353378,0.551177248231698,0.202799168060572,0.415057354594964,0.388812731781196,0.352722364362048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.354071236866937,0.696984775402416,0.760290970226974,0.759016682667693,0.39120186290948,0.385776455911115,0.524573858533039,0.419792231210486,0.544705942215556,0.587828455391704,0.481955023160664,0.638776992336107,0.453127625288973,0.4252478111262,0.472708106602254,0.422651116197927,0.617813656567421,0.652069938734847,0.395932447568749,0.489675851100228,0.331367241247494,0.284305550573578,0.280864447058975,0.341454472059863,0.713720042427294,0.176281992268828,0.32476019366973,0.702084863591556,0.457988991764588,0.176909645132653,0.204095833369184,0.661057180166169,0.428971206862989,0.422287038401306,0.234172202093143,0.350782528132211,0.236516889748182,0.498566494522318,0.488587697464947,0.186560852897526,0.252344950909373,0.277705268144198,0.608570299769898,0.628050691560437,0.427290172487857,0.373789006763325,0.413513581597553,0.384759465305866,0.17407326886133,0.453212017019953,0.565856439925561,0.199133341874746,0.161286232923175,0.171867415727409,0.261987829221235,0.599368904522841,0.557654646457843,0.547074538780352,0.477554137178181,0.11203138199356,0.25419467051436,0.205567261901565,0.17688664229054,0.588855931744886,0.321763331736958,0.224083132334551,0.167630261554349,0.70553556787962,0.556566643144759,0.257434710436585,0.293350227885442,0.584427541836012,0.234282609839783,0.483269628841626,0.184010398404152,0.511052096136925,0.5199829888748,0.519784495520425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.424761530955565,0.276762854304599,0.318972380887352,0.291781788315438,0.16844081596324,0.190217662468814,0.227775572094456,0.234462669932337,0.272512894843949,0.281104191310955,0.322140619878292,0.454008333659044,0.17674616347266,0.341242902797433,0.263551452463229,0.317822891757996,0.248780991262752,0.348750239502189,0.279744868220297,0.334382252776607,0.269457360300141,0.225893721330326,0.390244921832233,0.357288580970791,0.275148811614296,0.477253175406441,0.355939004895384,0.237489472661162,0.426603374117337,0.192241417142674,0.186404942683798,0.338772533746404,0.332034582932609,0.186123518294193,0.398395707638943,0.245645439674163,0.236728476952524,0.305991312554915,0.385051809291219,0.242202613827751,0.381394748508251,0.369892964277916,0.28625336960087,0.355127036296742,0.423371439395115,0.264741610710182,0.330948721998172,0.310965942480196,0.399694714305445,0.256694262727736,0.290204431637768,0.380685122260804,0.367618393603115,0.412083329132613,0.381476799269804,0.240499077730732,0.318686161144528,0.289128839287262,0.394592966921118,0.345807982558315,0.31014750182455,0.385866006230103,0.246672512130773,0.334452277831154,0.20798630612949,0.286668164688298,0.328088875317819,0.271188826836629,0.18186144374513,0.264342737954293,0.340490165811664,0.360964931061141,0.300981682315566,0.391983771344641,0.440062862117393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
